Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,Yes,"Ay Caramba, Eh",https://www.yelp.com/adredir?ad_business_id=WFB1fn8rWNukmmIfTg6AMw&campaign_id=MuuDClT5dNGW_YG8LZdWEA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fay-caramba-eh-vaughan-9&request_id=0763f680943533b7&signature=782567c51868a96007cfb7288784005b1c28b0dfb8490492e545c49ced9fc110&slot=0,La Vecchia Ristorante,https://www.yelp.com/biz/la-vecchia-ristorante-toronto?page_src=related_bizes
,,Delivery,No,Jack Astor’s Bar & Grill,https://www.yelp.com/adredir?ad_business_id=NhUUOdvvw_-VAvxdO4VhfA&campaign_id=CzndqcmNDpRQ5D7672Cjgg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjack-astors-bar-and-grill-vaughan-2&request_id=0763f680943533b7&signature=acdfbba4bfb9e439428c5b1c7d3c583569a15e17382b95699617516c33384620&slot=1,,
,,Take-out,Yes,,,,
,,Accepted Cards,"Credit, Debit",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
