Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,No,The Refuge,https://www.yelp.com/adredir?ad_business_id=0dFi2WthOC008r3BHEDNEA&campaign_id=l4215DQ87XQwDYxX7MXIJg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-refuge-melville-2&request_id=ed75e3bf5de7ee03&signature=0be6d272d4e5c3d5bddbd465bb95aa4b06945547ee3f220a9bf1b0623f50aaa3&slot=0,The Cheesecake Factory,https://www.yelp.com/biz/the-cheesecake-factory-westbury?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Convivium Osteria,https://www.yelp.com/adredir?ad_business_id=Njr_f1J5Pve35OyPdBljVA&campaign_id=7r-3pCRur9d2XNKgJo8WSA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fconvivium-osteria-brooklyn&request_id=ed75e3bf5de7ee03&signature=e1a57997c7ca19aba36e32260419ae695577f44b8272de5ecc65f44187b7f1a1&slot=1,Houlihan’s,https://www.yelp.com/biz/houlihans-westbury-2?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Grand Lux Cafe,https://www.yelp.com/biz/grand-lux-cafe-garden-city-2?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 12:00 am,Accepts Android Pay,No,,,,
Sun,11:00 am - 11:00 pm,Good For,"Lunch, Dinner, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,Yes,,,,
,,Best Nights,"Fri, Sat, Sun",,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
