Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,No,Tacos El Tio,https://www.yelp.com/adredir?ad_business_id=tHZawuemqkvy12kWqZEmxQ&campaign_id=Z81V8eIjo4xCOKn-HWqWLA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftacos-el-tio-chicago-2&request_id=1624bbaf838abc26&signature=ef46d7c4ab80cd39a85a0583a9a0e7ba85d923b956729a51ac37c400cf940b92&slot=0,Gibsons Bar & Steakhouse,https://www.yelp.com/biz/gibsons-bar-and-steakhouse-rosemont?page_src=related_bizes
,,Delivery,No,Simòn Tacos,https://www.yelp.com/adredir?ad_business_id=rBGbyFHbCaMgEeoRS2DRlg&campaign_id=qGgAzDUbzoDGZlfYLwFxBw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsim%25C3%25B2n-tacos-chicago-2&request_id=1624bbaf838abc26&signature=e40726bd17a5303eea5b0c168079d27cec8f1fb819eed216a6d6e3b2339cbd15&slot=1,Tiffany’s Restaurant & Cafe,https://www.yelp.com/biz/tiffanys-restaurant-and-cafe-des-plaines?page_src=related_bizes
,,Take-out,Yes,,,Tasty World,https://www.yelp.com/biz/tasty-world-norridge?page_src=related_bizes
,,Accepts Credit Cards,Yes,,,,
,,Accepts Apple Pay,No,,,,
,,Good For,"Breakfast, Lunch, Dinner",,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Touristy,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
