Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,,,Cattle Baron,https://www.yelp.com/biz/cattle-baron-roswell?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,,,Peppers Grill & Bar,https://www.yelp.com/biz/peppers-grill-and-bar-roswell?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Billy Ray’s Restaurant & Lounge,https://www.yelp.com/biz/billy-rays-restaurant-and-lounge-roswell?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Bike Parking,Yes,,,,
Sat,11:00 am - 11:00 pm,Good for Kids,Yes,,,,
Sun,11:00 am - 10:00 pm,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
