Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Cafe Rosalena,https://www.yelp.com/adredir?ad_business_id=EtfQqaBjjfaGVD8cJKOiCw&campaign_id=x25z6MjCJdymmAH-D5A2qg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcafe-rosalena-san-jose-2&request_id=9cb59c671f8868ec&signature=821561c5c46f1ff6c1983a63ed1b873e200984a082c3bd1cab69ce92c2564d47&slot=0,Yard House,https://www.yelp.com/biz/yard-house-san-jose-2?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Organic Pisa,https://www.yelp.com/adredir?ad_business_id=jDb1IU0OxwiO-D7ApHXOnw&campaign_id=cuN9IT7b87qe4QvcvF8d4g&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Forganic-pisa-milpitas&request_id=9cb59c671f8868ec&signature=2613d1f361f26c65c4e7564191b56fef7bb03d0c950d8a59d3e16b84308e7ef0&slot=1,The Cheesecake Factory,https://www.yelp.com/biz/the-cheesecake-factory-santa-clara-2?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Paper Plane,https://www.yelp.com/biz/paper-plane-san-jose-2?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,No,,,,
Sat,10:00 am - 1:00 am,Accepts Android Pay,Yes,,,,
Sun,10:00 am - 12:00 am,Good For,"Lunch, Dinner, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
