Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Blaze Fast-Fire’d Pizza,https://www.yelp.com/adredir?ad_business_id=_4O0MEdIVF3ys3yFBKrzJw&campaign_id=f2dLDJ5RpdUoxCxQYqTiiw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fblaze-fast-fired-pizza-mission-viejo&request_id=a1e9022a58bb61d7&signature=9367a2ade866cc06b58cae7581c4d451f1f0083afb2b63591072827aceafb79a&slot=0,The Blind Pig Kitchen + Bar,https://www.yelp.com/biz/the-blind-pig-kitchen-bar-rancho-santa-margarita?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,New York Pizza Department,https://www.yelp.com/adredir?ad_business_id=AWpeUqnLCuB2SCs7ocVchA&campaign_id=Scafs1yar_qxrOCzvsmFaQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnew-york-pizza-department-corona&request_id=a1e9022a58bb61d7&signature=aed4066d4209c59ab16c9eb30c94d7445cf2e9eb2a4ed3cb1f5507406c78c3b6&slot=1,Selma’s Chicago Pizzeria & Tap Room,https://www.yelp.com/biz/selmas-chicago-pizzeria-and-tap-room-rancho-santa-margarita?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Pizza E Vino,https://www.yelp.com/biz/pizza-e-vino-rancho-santa-margarita?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,Yes,,,,
Sat,10:00 am - 1:00 am,Accepts Android Pay,No,,,,
Sun,10:00 am - 12:00 am,Good For,"Lunch, Dinner, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
