Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,New American Bistro,https://www.yelp.com/adredir?ad_business_id=VH26othB1lvIHT1R0zaiQg&campaign_id=0wuYarfo-8A2Esx30tmfmg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnew-american-bistro-arlington-2&request_id=f526e8b434ec258b&signature=a1c2a36cb51deefa8848f5c0310e9f269d56069dec125babe7064906f284cb95&slot=0,Houlihan’s,https://www.yelp.com/biz/houlihans-arlington-2?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,J.R. Bentley’s,https://www.yelp.com/adredir?ad_business_id=-ufnww06t7cuLMepVcDOSQ&campaign_id=Uhn2t45fEyjfg-JRvwqM4A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fj-r-bentleys-arlington-2&request_id=f526e8b434ec258b&signature=cccb8dcba11fe281bda8a77a7c5418301e7233110370fbed66176e730fd93f5a&slot=1,The Cheesecake Factory,https://www.yelp.com/biz/the-cheesecake-factory-arlington-2?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,New York Eats,https://www.yelp.com/biz/new-york-eats-arlington?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 1:00 am,Accepts Android Pay,Yes,,,,
Sun,11:00 am - 12:00 am,Good For,"Lunch, Dinner",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
,,Gender Neutral Restrooms,Yes,,,,
