Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Avenida Brazil Churrascaria Steakhouse,https://www.yelp.com/adredir?ad_business_id=fwoycyqtaOsU2cG_M61CYw&campaign_id=Y8k2BvyJbFb2_unuUAryfA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Favenida-brazil-churrascaria-steakhouse-stafford&request_id=cc26e1e3f6d3f8d1&signature=ee589f9d18cefe54ec2049bebf0dd74d3ad2b0b616448c901b3f356cf36f2130&slot=0,Grazia Italian Kitchen,https://www.yelp.com/biz/grazia-italian-kitchen-pearland?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Masraff’s,https://www.yelp.com/adredir?ad_business_id=fW5EvLj1SlUrIfVgfBAKaw&campaign_id=nXIEsWbQDWDPzoo0Xs4q5A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmasraffs-houston&request_id=cc26e1e3f6d3f8d1&signature=da62f34eebc685a1e19570681920165294d3e14eab8ebc7e0a0c6da3b7fb1fe7&slot=1,Center Court Pizza & Brew,https://www.yelp.com/biz/center-court-pizza-and-brew-pearland?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Marco’s Pizza,https://www.yelp.com/biz/marcos-pizza-pearland?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,Yes,,,,
Sat,10:00 am - 1:00 am,Accepts Android Pay,No,,,,
Sun,10:00 am - 12:00 am,Good For,"Lunch, Dinner",,,,
,,Bike Parking,Yes,,,,
,,Wheelchair Accessible,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
