Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Roots and Rye,https://www.yelp.com/adredir?ad_business_id=vxu07sKstB5J3mWVjN7Kyg&campaign_id=fjpfmvZpQRvs3km2ih_WIQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Froots-and-rye-san-jose&request_id=8473416034689216&signature=b454a2ecee73bf20ca7458559f72888897d79ef38f2ba83551301c862af143c4&slot=0,Jack’s Restaurant & Bar,https://www.yelp.com/biz/jacks-restaurant-and-bar-newark-2?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Jack’s Restaurant & Bar,https://www.yelp.com/adredir?ad_business_id=SyR3XRGBJUSe-R5qS0hbcg&campaign_id=cZFRVDnuB7QLhtIHehUxSg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjacks-restaurant-and-bar-newark-2&request_id=8473416034689216&signature=22ee75a26d5c313943d4d07de6a9f83cb889cbdd9601ec73ccb958f045e4359c&slot=1,Jack’s Brewing Company,https://www.yelp.com/biz/jacks-brewing-company-fremont?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Chaplin’s Sports Bistro,https://www.yelp.com/biz/chaplins-sports-bistro-union-city?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,No,,,,
Sat,10:00 am - 1:00 am,Accepts Android Pay,No,,,,
Sun,10:00 am - 12:00 am,Good For,"Lunch, Dinner",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
