Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Mash’d,https://www.yelp.com/adredir?ad_business_id=GIxlmeAl6YxOOFfEoEJ6sg&campaign_id=KB2XAY46KIa3nDOdiPQL0A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmashd-fort-worth&request_id=0ecbe990938a2257&signature=87ff8ee11a6a69111f497bb0d9d5ada90b1c05edca97fe5378f0e11eb9a0e04a&slot=0,Bar Louie,https://www.yelp.com/biz/bar-louie-hurst?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Fort Worth Pizzeria,https://www.yelp.com/adredir?ad_business_id=zqLy8SzshSKF9VSPi84dhQ&campaign_id=0tPUUtGuO3MPGzrPJsclUA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffort-worth-pizzeria-fort-worth&request_id=0ecbe990938a2257&signature=7a52dffb5f61eaedffefd7a80bdeb6f5eade2ad7ab02333d37c398e3ef8d078b&slot=1,Lazy Dog Restaurant & Bar,https://www.yelp.com/biz/lazy-dog-restaurant-and-bar-euless?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Chef Point Cafe,https://www.yelp.com/biz/chef-point-cafe-watauga?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 1:00 am,Accepts Android Pay,Yes,,,,
Sun,11:00 am - 12:00 am,Good For,"Lunch, Dinner, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
