Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,Yes,Midtown Cafe & Dessertery,https://www.yelp.com/adredir?ad_business_id=hg6QAmZu9Imy4jUIZUmk6Q&campaign_id=M_ZQIk_I0cfj9JgO2CiA9w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmidtown-cafe-and-dessertery-winston-salem&request_id=c078311870ee81e9&signature=1d30f7d1c6d72a6850545fca942d223482b45918fd76587c3be59420fdfc5778&slot=0,Village Tavern,https://www.yelp.com/biz/village-tavern-winston-salem-2?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,P.F. Chang’s,https://www.yelp.com/adredir?ad_business_id=Biiae7i2y3cMrUuIq2QWYA&campaign_id=ypS_c26HmtxTjLVNkxenvw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fp-f-changs-winston-salem&request_id=c078311870ee81e9&signature=6e69d2e35a8e7047482f5ab511b947f78aa22fa22f1edba77b2690683319e3ab&slot=1,Sixty Six Pizzeria Bar & Grill,https://www.yelp.com/biz/sixty-six-pizzeria-bar-and-grill-winston-salem?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Firestorm Pizza - Winston-Salem,https://www.yelp.com/biz/firestorm-pizza-winston-salem-winston-salem-2?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 12:00 am,Accepts Android Pay,Yes,,,,
Sun,11:00 am - 11:00 pm,Good For,"Lunch, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,"Casual, Trendy",,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
