Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Fixture,https://www.yelp.com/adredir?ad_business_id=fzJ4y9A5ZYOxL2TWMpppbQ&campaign_id=WOKuix2LcXvXGEajhwCuuA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffixture-fort-worth&request_id=6000bdeb9e2eb2ed&signature=7612b32fe03be53e470b29fc842a7186c71a7da57c2826ead28a01daa4e3a3ce&slot=0,The Tavern,https://www.yelp.com/biz/the-tavern-fort-worth?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Twigs Bistro and Martini Bar,https://www.yelp.com/adredir?ad_business_id=dHCNqtTLM86s6ysQgm6w5g&campaign_id=w1Mi7rxpS6aYhaQeQji9Jg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftwigs-bistro-and-martini-bar-fort-worth-2&request_id=6000bdeb9e2eb2ed&signature=893f4f006c9b4cdfb8e46c27a512d361598d4273dc90ac9d66582397fb8c79de&slot=1,Blaze Fast Fire’d Pizza,https://www.yelp.com/biz/blaze-fast-fired-pizza-fort-worth?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Buffalo Bros,https://www.yelp.com/biz/buffalo-bros-fort-worth?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 1:00 am,Accepts Android Pay,Yes,,,,
Sun,11:00 am - 12:00 am,Good For,"Lunch, Dinner, Late Night, Dessert",,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
