Username,location,friend_count,review_count,photo_count,date,rating,review
Christina T.,Stockton  CA,24,19,31,11/24/2017,4.0,"Alright! Let me start by saying we had a party of 30ppl celebrating my nephew\'s bday. My SIL was able to reserve an 8:00pm dinner time. We had 2 tables and 2 waitresses. SERIOUSLY  THEY WERE AMAZING! We were seated at 8:00pm  had our food by 8:30pm  were singing ""Happy Birthday"" at 9:00pm  bills paid and done by 9:40pm!The only food complaint was a little bit of a dry steak. Other than that  everything else was amazing; honey chicken crisp salad  CA club sandwich  tacos  ribs  salmon  appetizer platter -- TONS OF FOOD! One soda was flat - they promptly replaced it. Of course there\'s going to be some hiccups with a big party! But  our service was good! I was pleasantly surprised considering my previous BJ\'s Brewhouse experiences in my home city has been less than pleasant."
Missy H.,Fremont  CA,67,16,,11/18/2017,1.0,"This is a long one so bare with me:Previously  I would have given BJ\'s a 4 star. Their food is very consistent. We\'ve dined in  Door Dashed and picked up to go previously with no big issues. We usually end up waiting about 5-10 minutes for take away orders. And honestly if I hadn\'t dealt with the manager at every turn in this experience  I would have let this go but the manager couldn\'t care less so I\'m hesitant to go back.Last night  I put in an order at about 4:50PM with a scheduled pick up at 5:30PM. It was a Friday night so I expected them to be busy and they were.When I arrived with my one year old in tow  there was a gentleman in front of me and behind me and we all paid for our food and sat down to wait. 45 minutes later (almost an hour and a half after the order was placed)  my one year old was getting tired an hungry so I stepped up to the counter and told the manager who had rung me up that I\'d like to cancel my order and get a refund because I was leaving. Like magic  my order was ready but we were just waiting on my salad. I had been watching the counter and hadn\'t seen them bring food out in a while  which meant our food had been in the warmer a while and no one was checking it. I was out the door within 5 minutes of trying to get a refund but when I got home  they had forgotten our appetizer. I called right away and spoke with the same manager - you know  the one who rang me up  the one I told I\'d been waiting 45 minutes  the one I asked for a refund  THE ONE WHO PACKED UP MY ORDER WHILE I STOOD THERE. I told him I was the one who had waited 45 minutes and that he forgot our appetizer. He told me he remembered me and that it was still in the warmer. His only offer was to make me a new one so I could come pick it up. What?! I advised him that I had a small child who was getting ready for bed so that wasn\'t possible  to which he said ""well you paid for it "" and I replied ""yes  I did."" Silence. I sat there gave my husband an eye roll and he said ""what\'s going on?"" Still silence. Finally the manager said ""well  I could adjust your bill "" to which I said ""thank you"".A few things bother me about this:1 - if I were dining in  I would have been served faster than I was with a take away order 2 - Why did the manager panic when I asked for a refund and throw my order together? If losing customers is a concern  keep up on the to go orders and don\'t make people keep waiting if their food is ready.3 - Why was the manager so hesitant to refund me for something HE personally forgot to put in my order?4 - He only addressed half of my complaint because in what universe is it OK to give someone a 40 minute pick up time and make them wait 45 minutes beyond that? If I hadn\'t asked for a refund  who knows how long I would have been there. The gentleman who paid before me was still there when I left  though his food was probably sitting in that warmer..."
Alicia Marie P.,San Jose  CA,210,222,82,11/11/2017,3.0,Cons: door dash took forever  said the restaurant took forever to prepare just 2 meals. Burger ordered arrived cold and gross  I'm guessing they made that first and it just sat and sat waiting for the other meal. Pros:Honestly the shoshito peppers with pepperoni is mind blowing. I could live off that dish. It's highly salty but so delicious.
L N.,San Jose  CA,65,145,10,12/1/2017\n            \n\n\n\n\n\nUpdated review,5.0,Service was much better today. We ordered the same food and it was cooked well. And the Brussel sprouts weren't burnt this time and We actually received the srichacha sauce this time. Our order was right.
Mika B.,Newark  CA,114,174,932,10/16/2017,4.0,This is probably the third time I've ever been to this restaurant. I came here to have lunch with my old coworker who retired so we kept it simple she had breakfast and I myself had a Caesar salad and a ham and cheese melt. Ryan our servicer was really nice I asked for no sauce for this no sauce for that and he accommodated me. The order was perfect but I have to say that the food was pretty much like black bear or IHOP maybe a little bit better than IHOP. The restaurant was very clean we were seated really fast and since it was Sunday it was actually pretty busy. I have to say that the one thing I find a bit crazy; the menu is literally an Encyclopedia I think they really need to cut down the size of their menu it is way too big so it takes a while to figure out what you want to eat.So on to the food itself the Caesar salad is a Caesar salad but was actually really good and the ham and cheese grilled was not bad however I found it a little bit oily and the French fries were really good. I really appreciate the fact that Ryan came back and fourth to the table asking if we needed anything and always kept our drinks filled so I have to say customer service is definitely top-notch over here. They really do pay a lot of attention to their customers and I appreciate that and they don't leave dirty plates all over the table but clean it up as soon as you're finished. Since we sat there and talked for a while he never came over and disturbed us and made us feel that we had to rush out of there and I really appreciated that per say the four stars! Thank you again BJ it was great having a chance to catch up with my friend in your restaurant
Alex V.,Milpitas  CA,69,60,18,11/28/2017,2.0,I usually like this place  but this was my first time at this location and it wasn't a great experience. The service was very slow and when my flat bread pizza finally arrived to the table  the entire middle was cold and under cooked. I noticed I wasn't the only table having issues with their food. other tables has sent back burgers and chicken for being under cooked.
Dominique E.,Fremont  CA,18,38,25,7/26/2017,4.0,Bj's is a good restaurant overall. They're reasonably priced and their food is pretty good! The only reason why they received four stars  instead of five is because the portion of calamari we got tonight. My friends and I paid around $11 for calamari  but only half the long skinny plate it was served on was full. The other half of the plate was filled the two sauces. If I'm being charged $11 for a plate of calamari  I expect to get my money's worth not a couple of pieces.. lol. Anyways  overall my visit was good. Especially  thanks to our server Michael!! We came in pretty late and he was still really attentive and nice. Thanks Michael!
Mel G.,Oakland  CA,11,186,232,11/19/2017,4.0,Second time here since they pretty much opened up the place. My buddy brought me for my birthday and j had the lemon parm crusted chicken. First time it came out raw gave it another Chance and it was yummy. We had the flight which all were pretty good to me but one. Dessert was delicious. Pretty much had a way better experience with the food this time around than my last time. Luckily I got to give it another chance.
Robert B.,Union City  CA,0,14,3,11/20/2017,1.0,I ordered a Pepperoni Extreme and there was absolutely nothing Extreme about it! Hardly any pepperoni  NO SAUCE and just a sprinkle of cheese. I doubt I'll ever go back. I'll just go to Shakers pizza instead  at least it will cost less and I'll get a decent amount of pepperoni on my pizza.
Mar M.,Union City  CA,44,100,31,10/23/2017,1.0,Went to get some take out from BJ's and ended up waiting almost an HOUR for my food. It wasn't overly packed as well. The manager didn't seem to care that I've been waiting and passed me off to an assistant. This place usually has okay service but it's definitely been slipping as of late...not surprised they're down to a 3-Star rating.So after forty minutes I ask the waitress and GUESS WHAT...the food had been in their warming drawer for the last ten minutes...they didn't bother to check whose order it was since I was never given an update. You don't treat your customers like this. Managers and staff were terrible...JUST TERRIBILE.
