Username,location,friend_count,review_count,photo_count,date,rating,review
Mia K.,Los Angeles  CA,123,340,296,8/25/2017,4.0,My first time at this BJ's was years ago. The menu is now like the Cheesecake Factory's. All that's missing is the chapter page. My friends and I had a weekday lunch here. The place was almost empty. Service was slow until after we ordered our drinks. The staff was friendly and I like how our waitress checked in with us asking how our entrees were. I recommend the Enlightened Menu for healthier choices. Healthier as in your dish may have 800 calories  not more than twice that  but Enlightened meals taste good and the portions are large. I had the quinoa  mushroom with shrimp. It was great  so flavorful. There was brown rice mixed in but they surprisingly piled on the shrimp. At Cheesecake Factory  the only healthy item that was tasty was a flatbread and that isn't filling. My friend liked her Enlightened lemon chicken over rice dish. My other girlfriend got a grilled cheese with fries and loved it. BJ's also has lunch specials until 3 pm (I believe). Their prices are very fair for what you get.It's a nice looking  well-designed restaurant with many choices to please all palates and ages. Hard to resist their Pizookie but they have a mini-one now to reduce guilt. The bar area is cool for watching sports. I like the bright amber panels next to the tv's. There is also a special brunch snack menu on Sundays during the NFL season for indulging or stress eating depending on how your team is doing lol. Bathrooms are clean and the parking is easier during off hours. Of all the sit down restaurants at the Fox Hills Mall  this is probably my favorite.
Aleasha A.,Los Angeles  CA,33,5,1,12/2/2017,2.0,Wow  I regret not checking yelp before deciding to eat here. I've been to other BJ's locations before and I was not expecting this.We walk in  a party of 3  and the hostesses look at us  and continue to ignore us while they're having their petty gossip meeting on the far end of the counter (no one was by the screen inside the thing; both of them were hiding over where the menus are stacked talking away)FINALLY they acknowledge us and get us seated. Our drink and appetizer order is taken swiftly  but when they arrived the server mixed up two of the drinks (both dark sodas but one was clearly marked by the kitchen with two straws in it; whatever  I'll let it pass)Then came time to order our food. Everything would've been fine until it arrived- two out of three orders were plated. Mine!? On a fucking tray. A TRAY. cafeteria style  grimy ass tray. And no excuse given  it was just handed to me. I have NEVER experienced that from any restaurant before. Even Cheesecake Factory has enough plates on their busiest of days  what the hell!?The cherry on top was when the bill arrived. The server slapped the bill on table without a book. Diner-style. Yet  this is not the place where paying up front is expected. This is a RESTAURANT  where the purpose of those books is to -gee  I don't know- KEEP YOUR CARD HIDDEN from prying eyes. LIKE HELL I was going to just set my card out on the end of the table out in the open.Ugh  our server finally got back to the table and charged my card right then and there; I'm not sure if they're trying something new but have they ever heard of table top pay kiosks? PF Chang's and STACKED have them  as well as plenty of other places. I'm not sure if they are just in the middle of transitioning to a more convenient manner of payment  but the overall experience of paying (never mind the rest of the dining) was plain unprofessional.Never coming back here again.
Michael P.,El Segundo  CA,970,41,12,11/29/2017,1.0,WHOA WHOA WHOA WHOA WHOA . Now I know that lots of the time in my reviews I have said that I have worked at this establishment which made things worse. But I have worked as a server at BJs in Glendale and our server Alejandro was by far the most disrespectful  rude  blatantly disengaged employee I have ever met ESPECIALLY when you are a SERVER! That is your job. To serve. I was in a group of about 20 and NO ONE got water refills. He did not ask us if we needed anything we had to go and get other servers and the manager multiple times because we were missing items and order got messed up.It was honestly embarrasing having said I worked at such an establishment that allows their employees to treat their guests in such a way. I HOPE someone from corporate or management sees this. This was just this past monday 11/27/2017. IT WAS HORRIBLE.one more time. HORRIBLE!
John C.,Los Angeles  CA,90,202,90,11/12/2017,1.0,"Absolutely terrible experience  beginning through the end. We are seated and wait 15 minutes before the server shows up. Not wanting to wait any longer nor slog through what we already predicted to be a slow experience  we order everything - drinks  appetizers  entrees - all at once. The ""appetizer sampler"" shows us. It\'s a terrible visual experience  with sauces spilling over and the food just looking absolutely unappetizing. The ""wings"" aren\'t even wings. They\'re just bits of chicken coated in a super thick batter - probably more than 60% of each bite is batter. I ordered a clam chowder in a bread bowl as well. There\'s barely any soup and mostly the sourdough bread. 8 bucks for that. What a rip off. The entrees come out - including a couple of small pizzas. My entree - a ribeye steak - was asked to be cooked in medium. You know  a warm pink center. There\'s not any pink to be seen. Instead  a grey overcooked piece of meat. Tough to boot  even though they claim to age the beef 28 days. Riiiiiiiiight. Can\'t get a refill on the drinks either. Get the check  the server is nowhere to be seen nor found. We wait and wait. Then get tired of it so forced to pay upfront. Are you looking for slow  bad service? Crummy  overpriced food? This is the place for you. Otherwise  stay away. Terrible."
Adrianne R.,Atlanta  GA,910,238,293,10/29/2017,1.0,"You know what?! I\'m all for spending money in the community  and in this area is where I grew up as a kid  went to Fox hills mall too many times as a kid and a teenager. But this area right here is too congested  I can never find parking. I knew it was a bad idea to pick this BJ\'s when I suggested it to my friends for our last outing and for my sons birthday dinner. My best friend got there before I did while I was making rounds in the parking lot trying to find somewhere to park. Finally after parking in the covered parking structure and walking too far just to get to the restaurant I went to the reception area and asked the hostess where I could find my party which happened to be right behind her. I walked over and waited because we had a few more people coming  when the rest of the guest arrived we told our Waiter ""James"" that it was not enough room. Oh let me add that when I got there my friend had already ordered stuffed mushrooms..... So we\'re moved to another table to the left of the restaurant and it wasn\'t enough room  so we were moved back to where we were with another small table added. After about 10 minutes ""James"" came to take our order and went to the back to put in our order. After waiting for about 30 minutes we summoned James again to ask him what was the holdup on our dinner. He said that he would check and walked to another table. Ten minutes or so they come out with our food one by one..... but the kids still had not received their food and neither did my friends stuffed mushrooms ever come out. Finally the kids food come out about another 7 minutes. We eat and it\'s time to pay the check. My friend tells them that this order of stuffed mushrooms never came. So that needs to be deleted. Finally we get up and leave walk out after we pay our bill and I go to the car and and we drive off. Five minutes into traffic my son tells me that he forgot his birthday cards with gift cards in the envelopes on the table at the restaurant. Immediately I turn the car around and proceed to call BJ\'s on the phone. The hostess answers and I tell her that my son left his cards on the table. She put me on hold and comes back and says she didn\'t see any cards on the table. I tell her I\'m on my way. I get there and I show her the exact table that we were sitting at. I have her call James and I\'m asking him what happened to my sons cards he says he doesn\'t know and goes to the back to ask The busboy..... ok now I\'m pretty sure James saw those cards when he picked up hid tip off of the table  but he is clueless now? Now I\'m pissed because this is not cool. How could someone take a kids gift cards on his birthday. I was so pissed and hurt and so was my son and god daughter because one of the cards was one she had personally made for my son. I believe James or the busboy lied. I will never give my money to this BJ\'s ever again. I\'ll go to Cerritos"
Benecia W.,Los Angeles  CA,31,51,189,10/30/2017,1.0,I love this place - I truly do! I'll be more specific  I love their tomato soup! However...THE ISSUE: Ordered a flatbread pizza all pepperoni and mushrooms w/ half pineapple - NO SAUSAGE. Pizza comes and has sausage on it. They come get it and says it'll be 5 mins. MEANWHILE  my sister pinches the side of the pizza for insurance. Cool! SAME PIZZA comes back. Someone singlehandedly picks every piece of sausage off the pizza (that they can see)  adds more cheese to cover the holes and puts it in the oven. Crust looking very crusty. The manager comes over to explain they were 'very busy' and they'll bring another; not acknowledging that SOMEONE FRIGGIN PUT THEIR WHOLE HAND IN THE PIZZA I'm suppose to eat and removed a whole topping. Listen  THAT IS DISGUSTING on so many levels. I can't possibly wrap my head around the managers caviler attitude. HOW MANY dishes yesterday (10/30/17) evening were treated like that? So many concerns...My poor waitress  she was so sweet (I think her name started with a 'D.' Cute white girl with a ponytail and a bandana on).Normally  I'm cool with the differences between restaurants and myself; preferences are just that BUT THIS exceeds my limits and I PREFER u not put your dirty little hand in my pizza and try to serve it back to me after I asked for a new one!A whole hand... WOW!
Katie K.,Los Angeles  CA,238,16,24,10/19/2017,1.0,The Food: I was not impressed by the food quality here. I ordered the BJ's Classic RIb-Eye (well done)  with a baked potato (butter & chives) and asparagus (with no pepper). I received the steak medium rare (as you can see)  no butter or chives  and pepper on the asparagus. I did order a drink prior to the meal  and it was about a 6 out of 10 based on how strong the drink tasted and overall flavor.Service: I had satisfactory service. Being that I'm only 1  they sat me at a small booth fit for 2  even though it was not busy at all (after 9pm on a Friday) and they could have seated me at a more spacious booth closer to the bar. The server was very apologetic about my food order  and was satisfactory in checking on me. I was very dissatisfied that I had to wait 40 minutes for my check.I don't think I'll be back to this location. #PartyOf1
Robert G.,Culver City  CA,19,37,34,11/23/2017\n            \n\n\n\n\n\nUpdated review,4.0,Ate at the bar and was served both food and drinks by the bartender. She was very attentive and super nice. The shrimp were made to order as was the fish.
John W.,Los Angeles  CA,0,11,4,11/4/2017,1.0,One of the worst restaurants in LA. Came to pick up an online ordered food and after I come their to pick. They kept waiting for an other 50 minutes yes 50 minutes!!!! Attender with pony hair (African American male ) has a very bad attitude. Kept me waiting for no reason  my food was already made and was sitting in heat box right in front of me and this idiot tells me.. look I don't cook the food.. it is in making! .. I was waiting their and he just runs in kitchen and comes out and pulls out the food which was in heat box right at the front. He just neglected and kept me waiting for so long although food was ready... shame... you have one job and you can't keep it up
Vanessa R.,Los Angeles  CA,339,15,8,11/5/2017,2.0,"Why wait 45 minutes to an hour for food? This was an horrible experience. ""The cooks were back upped."" Was what the manager  Gabby said. Really? I ordered Salmon.. salmon does not take THAT LONG."
