Username,location,friend_count,review_count,photo_count,date,rating,review
Brandon R.,Hollywood  FL,29,40,182,11/8/2017,5.0,Honestly  I never thought I would be eating here as much. So many daily/weekly specials  deals  and guest favorites that are bombarding this place - who would be disappointed? Not this guy. Their menu is so vast. They have selections ranging from soups  salads  pizzas  sandwiches  tacos  handcrafted burgers  seafood  chicken  beef  pork  and so on. There's always something new to try. Their Happy Hour menu brings light to this place (Monday - Friday from 3pm to 7pm; Sunday - Thursday: 10pm to either 12am or 1am). Some notable deals happen during pro football games  such as $3 Domestic Bottles and Chips & Dips (available in the bar only)  $4 BJ's handcrafted beers  and $5 Dark Horse Wines and Call Drinks. PIZOOKIES PIZOOKIES PIZOOKIES! Have you ever tried their world-famous pizookie? It's pretty much a pizza cookie that's out of this world. Are you in the mood for something very chocolatey? Then you should try the Triple Chocolate Pizookie (made with chunks of Ghirardelli chocolate). Or maybe you want to try something with marshmallowy goodness merged with peanut butter. Well  they have a Peanut Butter S'mores Pizookie (topped with vanilla bean ice cream and marshmallows baked to a golden finish). It's like having s'mores in doors. These babies will change your life forever.
Nyimah W.,Benbrook  TX,63,2,,11/29/2017,2.0,Service here gets progressively worse. First visit was good. Second visit was lack luster.  Today has just been garbage. No hostess. Took 15 mins to get a drink (while sitting AT THE BAR with TWO non busy bartenders (4 people at the bar all with food and drinks).  30 mins for someone to take a food order. It really sucks because this place is super close to my place and I love the tavern cut pizza.  But I refuse to continue to give my money to a place that can give two $hits about my experience here. Guess it's time to find a replacement.
Jesus V.,Miami-Dade  FL,23,17,71,10/13/2017,1.0,"I hate to write negative reviews - I\'m a firm believer that the negativity doesn\'t really ""change"" anything in most cases. I find it better to speak with management but sadly  in this case  the manager was too disinterested to speak to us  despite having had our order placed incorrectly  never having received 1/2 of what we requested  and ultimately leading to one person in my party not eating at all - this is unacceptable.Add to that  the server\'s lack of empathy for the situation with her response of ""oh  that\'s too bad for you"" when we spoke with her again to address the still missing entree.I did receive my food (mostly) and while it was good  the combination of missing food + how the whole thing was handled by the server and manager spoke volumes about the restaurant - one that we will no longer be patronizing  I might add.Oh  and while I appreciate that they are really full on a busy Friday night  the fact that the manager literally stood 2 feet from our table and couldn\'t be bothered to turn and face us  let alone address the glaring lack of service. Not even to apologize or anything.But that\'s cool  because you\'ve got a truck load more people waiting outside for tables than to address the actual paying customers sitting in your establishment...for now at least. Until the day comes that you don\'t anyways and they close this place and open up a Starbucks or froyo shop in its place. Yay  commercialism!"
Erica D.,Fort Lauderdale  FL,27,44,11,6/9/2017,5.0,Atmosphere was lovely. Architecture was eye catching and neat. Great full menu had something for all. Usually I don't find much in the way of appetizers but I couldn't get enough here!Everything seemed to be cooked well even the side dishes! Place clean but avoid weekend rush.
Ricky R.,Cooper City  FL,38,69,548,4/23/2017,2.0,"I went hear for a Sunday late lunch around 3:30pm with my two sons  it was rainy and restaurant was at about 50% capacity. We were sat by the hostess promptly and then we waited a very long time to be addressed by our waitress  I actually walked back to the hostess and asked for our waitress. When I got back she arrived and she really didn\'t seem to care  which irks me seeing I was once in the service industry. She said something like ""yeah I know I\'m late"" in a laughing voice but I didn\'t care for it.We ordered tater skins for an app an they were actually good and not super oily. It\'s was served with ranch and sour cream dips.My kids had a cheese burger and chicken fingers  2 out of 5. My son had a hair in his chicken fingers but I didn\'t say anything as he was almost done with his meal anyway.I had the black and blue burger and it was ok  the bun had like a butter spray on it which made my hands greasy which is annoying. I was told it would come with lettuce and onion and it did not. The burger was kinda thin for the money as well  I ordered it medium and it came out med well.  I ate my sons lettuce from his kids burger. The waitress had to be flagged down to get our bill and again we were waiting to be acknowledged by our waitress when we were done eating  it\'s was just annoying. On the way out we hit the restrooms to wash up and the men\'s room was super messy with water splashes on counter tops hand towels on the floor and counters. Additionally having two boys I always tell them to watch out around urinals and don\'t step in any ""puddles"" and there was a major ""puddle mess"" in front of the urinals. I told my kids to use the toilets instead as to not step in it. I told the hostess on the way out to so I can be addressed. It was a sign that the restrooms haven\'t been spot checked in a long time due to how bad it was  you can tell the difference.Overall it\'s a 3 star place but lack of service and filthy restrooms brings it down to 2 stars.  It\'s a nice place that needs some attention or eventually they will loose customers little by little and struggle. I won\'t be back for a while."
Michelle G.,Miami  FL,71,35,80,10/15/2017,3.0,We only came for the $3 pizookie deal that was advertised. Came around 8pm on a Sunday night  it was moderately busy with about half of all the tables with patrons..  we sat down and our server came immediately to greet us and said he would be back in a few. After about 12 to 15 minutes he returned and took our order. He apologized for the wait and rushed our dessert. Our salted caramel pizookie came out quickly  we were sad to see it was not garnished with the caramel sauce and chocolate chips mentioned in the menu. Overall  the service was good but slow.... And the pizookie while good  needed the garnish.
Kelly T.,Addison  Dallas  TX,216,112,147,3/22/2017,4.0,3.5 StarsI first tried BJ's when I was in Columbus  OH. And I fell in love with it and dreamed about this place because there wasn't a location within a 4 hour drive from where I lived. Needless to say  I was super excited when I found out there was one near me now that I moved to FL.However  I guess the memories were sweeter than when I tried this place again. I tried a quinoa dish with shrimp  nothing too good about it. My boyfriend wasn't crazy about his penne dish although he was super hungry coming in. I tried the burger another time when I came in. It was very average and also very messy. The BEST part about BJs and why I keep coming back though is for the pizookies. It is my all time favorite dessert and I've had a LOT of desserts. I give 5 stars for the pizookie.
Reixa C.,Coconut Creek  FL,550,525,3201,12/20/2016,5.0,"12/19/2016 - Monday nights are a winner here! 1/2 OFF LARGE PIZZA!Very nice restaurant but we decided to sit at the bar. Our bartender Christophe was AMAZING!!!! He was the best. If you come here  sit at the bar  and ask for him. He is so nice   polite  and engaging. He payed attention to all his customers  answered questions about beers  got us our food  cleaned up the plates  got us to go boxes...he did not miss a beat. All by saying ""this is what I\'m here for""  ""I\'m here for you""  ""It is my job to make sure you are all happy."" Ok  so now about that PIZZA. We ordered a large Gourmet Five Meat deep dish pizza  Housemade meatballs  pepperoni  oven roasted ham  smoked bacon  Italian sausage and Parmesan cheese. I had one and a half pieces and I was stuffed. They really pack on the meats and the dough is nice and buttery but not greasy. It was so fluffy  just delicious! To drink  I had one of their own brew  Hopstorm IPA (6% ABV). There are tv\'s everywhere but the best one is behind the bar. It is a humongous TV that has 4 different screens to watch football  soccer  and the fights all at once. This is my first time here and a winner in all counts for me!"
Tina Y.,Miami  FL,153,26,43,10/12/2017,5.0,"I\'ve never been to ""bad"" bjs restaurant. This location is my first and I throughly enjoyed it. I had prime rib dinner special and chicken Parmesan. Prime rib was juicy and tender. Chicken cooked just right. Great experience cannot wait to go back"
Fonzi G.,Hollywood  FL,0,2,6,10/23/2017,4.0,Service was different both visit but we was happy with most part   our server could of been more present but southern fried chicken was great be sure to ask for extra sauce with your dinner
