Username,location,friend_count,review_count,photo_count,date,rating,review
Komatsu O.,Las Vegas  NV,140,46,52,11/10/2017,5.0,I'm sorry hands down 5 star! We went to BJs up north Las Vegas and absolutely loved it! The servers and managers were so helpful and friendly and the food was on point!Henderson location is the same! Our server was so attentive and we were in the bar area! Even the guy that gave us our food was so happy and excited. They never rushed us and they made sure that were attended to.My fish and chips was very crispy and flavorful. The veggie (vegan) was tasty and garnished perfectly! My wife had to have the Poke Salad again and it was just as perfect as before. We signed up for the app  got a free dessert And started earning points!Check them out!
Ryan F.,Las Vegas  NV,74,29,110,10/29/2017,4.0,Ok first of all any and all dog friendly restaurants get 4 stars. Bjs also happens to have a wide variety of tasty eats and they brew there own beer...big bonus and a wide variety of other brews and cocktails.  I mostly get veggie burgers you can substitute veggie or portobello on any of the burger selections. They also offer vegan friendly apps etc.  My wife gets mini deep dish pizza and says it's fantastic.  Today I had Bjs Jeremiah Red house beer and then tried the Jerry Burst  that is berry burst cider mixed with Jeremiah Red. Pretty tasty it turns the beer into more of a sweet treat.  That wraps today's visit.
Gina T.,San Jose  CA,50,111,467,10/12/2017,5.0,I went to different BJ's over the years and hardly have any bad experience with them. Their food are exceptional and always received excellent service  especially at this location. The server that helped us were super friendly and constantly checked on us. We didn't even have to ask for the refill with our drinks.We ordered the following itemsAppetizers:Chicken wings $11.50 - ask them to split in half buffalo and root beer glaze. Very crunchy and little oil. 4.8/5Avocado egg rolls $11.50 - still prefer the one from Cheesecake but their tamarind sauce is good though 3.5/5Crispy calamari $11. 50 - pretty much similar to other restaurants but not that oily. 4.2/5Entrees:-full back pork ribs Thursday promo $17.95 it came with two items and a mini pizookie - worth getting this deal if you happen to come here on Thursday. The sauce amount of sauce was perfectly applied to the ribs and the meat was super tender 4.8/5-seared ahi salad - $15.95 - my brother ate the meat and I ate the salad. Their rice vinaigrette sauce wasn't that sour 4.4/5-seafood tacos $10.75 - my brother said the seafood was well marinated and he would give it 4/5 :-). -steak top sirloin - $16.50 nothing special about this dish 3.8/5-Shrimp & asparagus pasta - $16.95 - too salty and somehow the flavor wasn't there 3/5- tavern cut flatbread brew house classic with pineapple - $17.25 must eat it while it still hot but very crunchy. They burned it a little though 3.5/5- Tavern cut garlic chicken pesto $15.95 - too dry would be better if they have little bit more sauce 3.5/5-Spaghetti with meatballs $9.99 - my daughter regret that she she ordered this dish. The dish was too dried and nothing special with the sauce. 2.5/5I opted not to order my dish so I could try out all the dishes :-). Anyhow  I love their root beer drink.
Poco P.,Las Vegas  NV,1581,350,2533,9/21/2017,5.0,Taylor  our server is taylor-made for excellent customer service  knowledge over beers/beverages  the menu & overall is the perfect person you'd want to get when taking your parents out for dinner. Mom only likes thin crust pizza & dad loves beer  neither have been to BJ's cause where they used to live doesn't have one so trusted me to order for them. Taylor helped w/ the beer & since it's Oktoberfest  brought us a sample. Mom & I decided on the four-beer tasting & dad got the Oktoberfest Lager. Paired perfectly w/ our pizza & the Cardinal's baseball game as we sat in a large lounge booth. (Mom & I's ratings of our Four-Beer Tasting .. Harvest Hef & Oktoberfest were our fav! Jeremiah Red was Tangy & the Brewette was heavy.)I ordered them my fav's & the best of both worlds  savory & sweet! The BJ's Classic Combo 9' Deep Dish Pizza & the mini Salted Caramel Pizookie to share! They loved it & mom said it wa the best deep dish ever! I ordered off the salad & pizza off of the lunch menu. The seasonal Watermelon & Feta Salad  was lite  delish & the watermelon was sweet! Also a 6' Deep Dish Pepperoni Pizza. We arrived earlier than the happy hour  which starts at 3pm  but they have an excellent lunch menu & portion size is filling! Overall  an A+ experience & I have dined at this BJ's about five times before. I have sat twice in the dining area & the rest at the bar/lounge area. I love the beers & food  but mostly Taylor stood out enough for me to want to leave a five star review. Thank you!
Lori R.,Las Vegas  NV,126,57,453,9/16/2017,4.0,The last few times I've come  its been nothing but good. Today I ordered the Barbacoa Chicken and I was very much pleased. Looking for something healthy this is a good choice. The chicken was cooked to perfection. Juicy and not dried. And the barbacoa-spiced flavor was just ... mmmm.... good. Chicken was tooped with the fire roasted tomato salsa which complemented well with the chicken and brown rice.  I couldn't stop raving on how good this chicken was. I omitted the black beans. The brown rice was topped with feta cheese  cilantro  and crema. I honestly didn't care for the crema. But other than that  awesome. If I could make my chicken like this everyday  I could eat this everyday. Staff is friendly and service was great. In the past I've tried their lunch Spaghetti with meatballs and that too was really good. Although the menu is big with a variety of choices (which I hate only because there is sooooo much good stuff to choose from)  everything so far has been delish and this is definitly a place to go too for your picky eaters in your group.
Love G.,Henderson  NV,76,50,61,7/28/2017,5.0,Came here a while ago and never got the chance to leave a review! We waited about 5-10 minutes for our party of three and were seated in a booth. While waiting  they had posters of different specials they had each day  and I believe their burgers were 50% off one day and they also had $3 pizookies on Tuesdays! I decided to try their Long Island Ice Tea  and let me tell you - the strongest I've had it so far! Also worth it. Ordered the avocado bacon burger well done and got some fries with it. My mom ordered the chicken alfredo pasta and my uncle ordered a different pasta with shrimp in it but I can't remember the exact name. Service was a little slow but it's understandable because it during a dinner rush! My uncle had never been to a BJ's restaurant so we ordered the trio pizookie option and got peanut butter  salted caramel  and white chocolate macadamia nut. And for about $9  that's a GREAT price considering you can try THREE different pizookies!
Nicole P.,Las Vegas  NV,452,126,1307,9/24/2017,4.0,It was my first time eating at BJ's so I didn't know what to expect. A client took me to eat here with her family and we were on a time crunch  but the service was fast and the food was great. This location is far from me  but if I happen to find one closer  I might try out the rest of their menu! Sorry this one is short & sweet. :P
Richard S.,Henderson  NV,0,65,45,6/27/2017,3.0,Been here before but disappointed this time. I had the Lemon Thyme Chicken. The chicken was very tender but the roasted Brussel sprouts and brown rice were swimming in the liquid. Very sloppy. The flavors weren't that distinctive. Just a mish mash. The chicken tasted more poached than grilled. One of our diners ordered her entree when the rest of us ordered our appetizers. When she ordered her enter the server said it was put in with the appetizers and couldn't be changed. Wrong answer! The server was rather surely. Even seemed bothered that my wife asked flor extra ranch dressing. We'll be back but we hope our experience and will be back up to our previous times.
Karen W.,North Las Vegas  NV,9,67,69,11/8/2017,4.0,Whenever in doubt  I can always trust BJ's! Always Have my blonde beer  and appetizers! Had the sliders  and glazed ribs..excellent!
Linda S.,Las Vegas  NV,267,50,207,8/12/2017,5.0,Yummy in my tummy!! I love how many options they have. All of them sounded so good at the time and I had a really hard time choosing my entree. I decided on the ahi salad and loved every bit of it. My brother and cousin also enjoyed their plates. Our waitress was pretty cool  checked up on us fairly often and made sure our waters were filled. Now that I think about it  I only reason I went was to use my gift card. I forgot to apply it so yes  will definitely be back soon for a happy hour. Also  their pizookies are bomb.com!! If you sign up for their free rewards program  you get a free mini pizookie. ;) You're welcome!
