Username,location,friend_count,review_count,photo_count,date,rating,review
Angela L.,Spanaway  WA,3,17,,10/14/2017,5.0,We had the best service from this young man named Nick. He looked like Kai from Vampire Diaries. So sweet and very attentive. Lots of ice in my tea. The boneless wings with sriracha dry rub are amazing. Oh and my fish and chips were awesome. Usually I eat the spaghetti because it is really good and I am a picky picky pasta eater  but I wanted to try something different and I was not disappointed. The fried fish rocked. The clam chowder is pretty good too. I love their fresh brewed unsweetened iced tea. I wish we had had Nick the next time we came in. My husband felt we should sit in the bar. Never again. Soup without crackers  fish and chips no ketchup. Iced tea no ice. We rarely saw the server I was so disappointed in her. Service for me is one of my highest expectations. So when it is not up to par I am very sad. The food was wonderful as usual though. We will continue to dine here and I highly recommend this restaurant. I have two suggestions make sure that Ice tea has lots of ice and the booths need to be made wider. I am a fat girl and could not sit in a booth  not enough room.
Kelly S.,Wenatchee  WA,107,12,13,9/12/2017,5.0,"Ordered: Root beer glazed wings  prime rib dip  and Oreo pazookiPositives: service was awesome! Our waitress was very attentive even with it being extremely busy. The manager was even out helping!! The wings are to die for; I\'m usually drawn to buffalo wings but these are some of the best wings I\'ve ever had. I was torn between my ""go-to"" menu item (parmesan crusted chicken) and trying the turkey dip. The waitress suggested the prime rib dip instead. WOW! So glad she did!!! As always  the pazooki was delicious  definitely my favorite.Negatives: the parking is shared with four other major restaurants so can be a little tough. The hostess that took our names walking in and then later sat us looked/acted as though she would rather be cleaning gum from under park benches. I don\'t like to put people down but compared to the rest of experience  her attitude really stuck out. Maybe she was having a bad day but it was really off putting. I really can\'t think of anything negative besides those two things  our whole meal from walking in to leaving was fabulous!"
Carrie T.,Boise  ID,34,43,,8/28/2017,2.0,We had a party of 8 stop in for drinks and apps around 3:45 on a Saturday afternoon. As it was in between lunch and dinner  it was pretty empty except for the bar. It took several minutes to be seated  and then another 20 minutes for any kind of service  which was rather disappointing. Our server stopped by after we sat looking at the menu for 15 minutes to notify us she had a couple of other tables and would be back later. Huh? She then took her time closing out the other customers before stopping by to grab our drink order. Once the drinks came  they were all very good. They have several flavors of sparkling water and a great beer/alcohol selection. The appetizers were typical - several orders of mozza sticks  spinach & artichoke dip  and garlic Parmesan knots. Overall  a pretty meh experience. I would recommend bar seating in the future.
Ana G.,Puyallup  WA,0,5,1,11/27/2017,3.0,Bj's makes my favorite salad anywhere: roasted Brussels sprout and kale salad with blackened salmon. Absolutely delicious. The salmon is always excellent and not overdone. Unfortunately  we don't eat here that often because the service is so inconsistent. Tonight  they forgot our salad dressing and service was slow. We might have had a second round of drinks but we were never asked. Too bad for a restaurant with decent food in Puyallup.
Joe R.,Bellevue  WA,76,154,30,6/19/2017,4.0,Expect: This was my first time at this location and it wasn't too bad! We called to make a big reservation which had to be confirmed through the manager (which took a little while...). But our server was awesome and the food was pretty good! I can definitely say that we will be coming back sooner or later. Service: 5Cleanliness: 5Quality of food: 4Quality of drinks: 4Tip: BJ's are typically busy; I would advise a reservation.
Trista H.,Everett  WA,35,368,2634,10/2/2016,3.0,A group of four stopped in here for a brew and lite bite before checking into our hotel room.Free parking can be found in the parking lot. Discover is an accepted form of payment. Tabs were easily split.BJ's reminded me of so many other sports bars/burger joints: Bob's  Boston's  Buffalo Wild Wings  etc... The decor is spacious and modern. The beer and wine menu is extensive and takes some time to peruse. With that being said  it would be helpful if the servers gave the patrons a couple of minutes to browse the vast selections rather than hover around waiting for an order to be placed.My wife and I chose a couple of pounders of Oasis Amber for $6.25 each. A bit high-priced to me.We shared the Avocado Egg Roll appetizer for $11.25. Our server stated these egg rolls were on the spicy side  which was incorrect. Sweet chili dipping sauce does not constitute spicy. The egg rolls were packed with fresh avocado and were a bit flavorless and extremely rich. Poor choice on our end.Our server was pushy in the beginning then became very scarce once our orders were served. We actually had to request our second beers from another server.Thank you BJ's for whetting our whistle while we were waiting for our hotel room.
Sabrina J.,Puyallup  WA,102,25,7,10/28/2017,4.0,I absolutely love this place. I really enjoy the happy hour menu. I've come here for meetings  family celebrations and just dinner with my husband. They have great beer on tap md delicious salads! I would give it a 5 but the employees sometimes seem like they hate their lives...
Jennifer L.,Arlington  WA,0,41,49,8/16/2017,3.0,Not only do I base my reviews on food  I do it for customer service as well...food was decent and customer service wasn't that great. My friend and I were here for lunch and it wasn't busy. From the moment we sat down we waited 10 min before we got our water (we know exact time  cause we posted a story to IG  so this is how we kept track of time). Our wings came out 31 minutes after being seated. We got lemon pepper and spicy buffalo  which were both pretty good. I liked the lemon pepper better. After that the salads we got came out 10 min later. We were wondering what took so long  by I guess there was no cook and I overheard the server saying there was a manager helping out. I got the Cobb salad which was sooo good and hearty! My friend got the seared ahi salad which was delicious. Huge portions and I recommend sharing the salad.
Faith F.,Tacoma  WA,0,1,1,8/25/2017,3.0,My husband and I usually come here at least twice a month. It's usually pretty good and we've started ordering takeout here. However when we got home our pizookie was a squished mess that didn't even fill half the bowl it was in. Kind of a disappointment.
Larry K.,Federal Way  WA,27,1,2,7/9/2017,4.0,This was a cool place with great service I enjoyed the steak and potatoes I had while my girlfriend enjoyed her cheese and ham grilled sandwich the only problem we ran into is that there was flies on the patio outside I would recommend this restaurant to some of my Amigos
Tamara H.,Tacoma  WA,30,2,2,2/20/2017,2.0,Don't wear high heels in the Puyallup location I have SLIPPED ON THEIR FLOOR EVERY TIME I HAVE COME HERE. I wonder how many women have and didnt catch themselves in time. Lawsuits waiting to happen
Kristina G.,Enumclaw  WA,17,43,180,2/18/2017,4.0,Really enjoyed coming here- had really good food and a great waitress through a couple of hiccups. Strongly represent the mashed potatoes and Parmesan crusted chicken and the wedge salad. Also the Red ale was very drinkable and smooth! We went on Saturday evening for dinner where the wait for a table neared a half hour. It seemed like multiple occasions occurred where parties didn't hear their names being called out despite the waitstaff yelling out a couple of times. Once we were seated  we got our drinks and looked through the massive menu. Had a small issues with a steak that was over cooked but our waitress and the manager were incredibly supportive.
Colleen I.,Tacoma  WA,100,3,,3/26/2017,5.0,To MY favorite bartender Thank you !If you like whiskey  then you will have to know that he makes the BEST manhattans. Tell him Colleen sent you.
Mark V.,Graham  WA,0,26,3,8/3/2017,3.0,I would give it a flavorless one star  but my wife would say it is a five.  I find it too corporate  too formula and the beer too hoppy.  My wife likes the salads and healthy options.
