Username,location,friend_count,review_count,photo_count,date,rating,review
Jasmit D.,Livermore  CA,5,67,48,11/24/2017,5.0,We came here on 11/18/2017 after my Graduation. There was a party of 15. We were seated within a good amount of time  and our two servers were Lexy and Michael  and boy were they great! Lexy was so polite and had a smile on her face the whole time. I would notice her talking to other tables as well  and with same  vibrant smile. Michael was also really good. Great customer service to the both of them. They handled our party very well  they were courteous  good on time  prompt  fast  thorough. I would love to have these server every time to take care of a big party like that! our food was given on time  tasted wonderful! Thanks Lexy and Michael for making my special day even better.
Makaela M.,Sacramento  CA,321,49,34,11/17/2017,4.0,The only reason why I gave 4 stars instead of 5 were the front ladies. When we put down our names down and she told us the wait time (45 minutes) my friends and I were debating if we should stay or go else where. While decided she gave us a dirty look and was not welcoming. She also didn't greet any of us. She didn't seem like she was enjoying her jobHOWEVER OUR WAITER TONY WAS AMAZING! This guy was so happy to take our order  give suggestions  talk to us about the menu and our day. I usually don't remember waiters names but definitely remembered his. The food was great as well. I recommend the Parmesan chicken
Rebecca J.,Monterey Park  CA,3,238,2,11/15/2017,1.0,This used to be the spot for me to grab a bite after a shopping sesh but the last five times I've been here have been far from great. Today was it for me  and not the good kinda it. More evil like IT  the clown. We arrived. Wait was supposed to be 25 mins. No Biggy since most wait at any BJs fall within the 20-50 min range. Twenty mins in  the host told us there's a booth available and that we better run before it gets taken. Not sure why she said that because there were two booths available. Guessing she was just lazy and didn't want to walk us there  so we ended up menu-less for about 20 mins. We were able to order a drink and an appetizer. 15 mins later the appetizer comes out and our server was still nowhere to be found. We had to get someone to call him. Once we got his attention  I asked if we could please get the check because the service and the wait was beyond mediocre. We were starving! Took him five mins to bring us the check  which he rudely dropped off at our table. Another five mins later  He then asked us if we were going to eat it. We said no  box please. Then he started with an attitude on whether or not we wanted to speak with the manager  as if we were offending him. We weren't. We just wanted to leave to go eat somewhere more efficient. Even with that  it took him another five mins to bring back our change and then another three for the box. Strange thing to do when you know someone wants to GTF out. Yeah  so no more BJs at Arden for me. Ended up at Applebee's which I don't even like at all  but at least the service is way better.
Heike S.,Sacramento  CA,30,104,61,11/11/2017,3.0,It has been years since I have been here  but a friend and I wanted snacks and cocktails so we decided BJ's would be fine. That was a mistake  especially on a Friday night. You need to be prepared. The line to check in was pretty long  and we got up it was a 90 minute wait for two of us. There was no room at the bar so we decided to walk around the mall and get a coffee. Literally the moment We sat down with our coffee  I get a text that the table is ready. We ended up ordering one combo appetizer plate and hickory smoked sausage  as well as margaritas. The margaritas were great! The appetizers on the other hand  lacked flavor. Nothing had a distinct seasoning. The hickory smoked sausage came out cold and we sent it back to be reheated.My synopsis: come here for margaritas. Or beer.The two of us spent about $75 for 2 margharita each and appetizers. That's fairly pricey. Ambiance is very loud. Our server was nice  but when he went on break his replacement constantly came to the table to ask if we needed anything  To the point where I feel he wanted us to clear the table and leave.P.S Mall parking is already holiday crazy.
Rumeet R.,Woodland  CA,17,30,18,11/27/2017,1.0,Fingers crossed I don't get food poisoning. Such a disappointment. The customer service was great for the food has definitely gone down hill. I'm so grossed out.. the chicken was extremely undercooked. I'll let you refer to the picture.. goodluck if you decide to eat here. They did return my money but.. was it really worth it.
Christopher C.,Sacramento  CA,1327,720,1055,10/7/2017,4.0,Decent lunch for a decent price. I was not too happy with the wedge salad I ordered which for some reason the kitchen thought it would be funny to put so much dressing on that the waitress asked me if I would like another plate to eat it; ridiculous. Not sure I will be back. This could have easily been a lower 3-star review and only the quality of the pizza I had ordered made up for the kitchen silliness. Service was average and absent. The waitress was too busy to pay attention to simple requests. Seen better but try for yourself; not sure I will be back as there are other choices right next door. Ask for dressing on the side for sure!
Henry L.,San Mateo  CA,2325,832,2735,6/26/2017,5.0,Nice restaurant!Located right in the Arden mall  this place is actually pretty nice. The wait is not long--there are lots of seats and they are just the right amount to fit all the customers. Other BJ's I've been to have 1+ hr wait.The food is good. We got the burger and the seared tuna salad. The seared tuna salad tasted fresh  especially the tuna which was crispy on the outside but soft on the inside. The salad was dressed well. The burger was awsome too  especially the bun which was toasted just right. The beef patty had a smokey bbq flavor  as did the bacon. The fries were think but also crispy. Overall  tastes like just how I'd imagine a summer BBQ would be :)The serve staff are all very nice  and very knowledgeable. I asked about how the different kinds of burgers were different even though on paper they looked the same  and the serve staff explained everything well. When I chose a burger  the staff actually pointed out a cheaper item that is the same burger  just worded differently.Overall  this is a really nice BJ restaurant  compared to other ones I've been to! Nice!
A M.,Carmichael  CA,0,16,21,11/26/2017,4.0,I love this place  nice & professional service  food is fresh and the menu ..... so various!! Coming back definitely!!
Joe R.,Sacramento  CA,14,77,145,6/20/2017,4.0,BJs is a great chain restaurant to come to. I've being going to BJs for years and the food and drinks  food  and pizookie are always pretty much the same  the service is really what makes the difference. The only reason why I'm giving this place a 4/5 is because of the location. It's at the mall  parking is awful  and it gets pretty packed. Other than that my experience here was great. Service - the service was good. We luckily were able to snag a table in the bar area since the place was so packed. our waiter was very attentive. He even made recommendations for drinks and pizookie flavors. Drinks - there are a wide variety of beers on tap  wine  and specialty cocktails! My personal favorite is the Jeremiah red! It's malty and has a pretty high alcohol content for a beer. Food - there is a wide variety of American foods ranging from pizzas  burgers  flat breads  steak  and pastas. Pizzas and burgers are always a solid choice when coming to a BJs. For an appetizer  we ordered a small bites trio or couscous Mac and cheese  garlic Parmesan carrots  and ginger creamed corn. And let me say OMG get the couscous Mac and cheese! 'Nuff said! For my main entree  I ordered the jalapeo burger which was great! I'm not too keen on spiciness  but this was a manageable spicy. The heat went away and it wasn't one of those long lasting spiciness. Dessert - PIZOOKIs! We got the trio sampler with the triple chocolate pizookie  salted caramel pizookie  and the monkey bread pizookie. The triple chocolate was a little too chocolatey  but it's in the name. The salted caramel is my favorite and will always recommend it!
Winston W.,Sacramento County  CA,4,199,2,11/30/2017,2.0,The decor is 4 stars. Their baby back ribs are no more than 2. I enjoyed being in the restaurant until the food arrived. Dry & crunchy all the way through to the bone. I'll come again but not for the baby backs.
Brittany B.,El Dorado Hills  CA,158,35,,12/2/2017,5.0,1st visit in to this location and a pleasant experience! We have dined at several BJ's and have received bad service  good service  and everything in between. Cynthia M. was our waitress and she was wonderful. She was very accommodating and friendly. The food was good as always but our night wouldn't have been as enjoyable if not for the amazing service. Kudos!
Diane J.,Cardiff by the Sea  CA,21,75,,11/9/2017,3.0,We sat in the training section and our server was a bit confused about the soup and salad option. Once that was sorted out  it was just a matter of waiting for my food. The salad came straight away. The soup... didn't. I was there with my boss  who ordered wings and a pizza and had finished eating before my soup finally arrived. Turned out the kitchen needed to make a new batch of Broccoli Cheddar. Had they told me that from the beginning  I may have opted for something different. The real frustration was that the broccoli was still ice cold. It was just a matter of stirring it into the cheese  which was appropriately heated  but it seemed like they should've done that in the kitchen. Still  it was clear that the server was trying to make me happy  my boss really liked his food and in the end  I did enjoy my order. All's well that ends well.
Jen B.,Sacramento  CA,40,53,6,11/11/2017,1.0,"Just went here to honor my late father-in-laws birthday. Waited over 5 minutes for the table to be bussed  finally approached a group of 4 waitresses that were talking about going out plans. I asked if the table could be bussed and they said  ""there is like only one busses here now sooooo..."". They look at me  dumb eyed and far too comfortable in their service position to clean a table. They then watched as I made 4 trips to buss the table myself. They never offered to help or did any actual work. The actual service was painfully slow. We ended up leaving before our celebratory beer or birthday cookie arrived. What was total bullshit is even though we weren\'t getting service and I saw other tables give up  there was no shortage of staff just leaning on walls chitchatting. Don\'t waste your time here."
Dave M.,Sacramento  CA,1,5,1,11/16/2017,5.0,The pizookie here is amazing! Best desert I've had in a minute. I would definitely recommend coming here with the family.
Lsxo S.,Sacramento  CA,1,92,61,11/13/2017,5.0,Took my boyfriend here for a birthday dinner. And I must say  everything was so good. And the server was very attentive. I will defiantly be back again.
Chuck M.,Rocklin  CA,289,217,2063,2/27/2017,3.0,With chain restaurants you typically know what to expect. What's on the menu  quality of food  service  etc. BJ'S seems to be an exception to this in some regards. Dined here on two consecutive evenings recently with two different experiences. The first evening I was given an estimate of 5-10 minutes for a table but the actual wait ended up being about 30 minutes. Service on both evenings was spotty with drink refills slow on the first night and non-existent on the second. I've also found that the quality of food varies surprisingly from location to location. In the greater Sacramento area  Roseville is tops  Natomas is at the bottom (got sick eating there)  and Arden is somewhere in the middle. In regards to meat  be aware that medium = well done.On my second night eating here  once I informed my server that my table was just having dessert (having already eaten dinner at a restaurant down the street)  she quickly became short. Once the order was placed she did not return to check on us again. I couldn't finish the sweet and salty dessert due to water running dry. Don't know that I'll go to this particular BJ'S again. I'll probably stick to the Roseville BJ's where everything is consistently above average.
Ashley H.,Sacramento  CA,1,7,7,11/29/2017,2.0,I love Bjs...however they have the WORST large party policies EVER. I tried making reservations a week in advance for a large party however the manager stated that they couldn't make reservations from 6pm to 8pm. Then he told me to call ahead that night. Well now there new policy is call ahead can only be a party of 6. So they won't put me on the call ahead list. I just want to eat with my family of 10. Thats it. Its ridiculous. Please change the ridiculous large party policies!
Ken L.,Northern California  CA,227,131,2081,7/5/2017,4.0,The food was good  but was surprised it took a little longer than expected since there weren't hardly any one in the restaurant. The waitress was nice and made sure I was happy and apologized for the food delay so that made up for waiting a bit on the food. This is a great place to stop for a bite when at the mall.
Matt C.,Bellflower  CA,290,220,299,2/4/2017,5.0,We were at the mall waiting for a custom T-Shirt to be made. We were just walking around - killing time - when we happened upon the BJ's Restaurant. I am a fan of BJ's Restaurants. We are regulars at the one in Downey in Southern California. Tuesdays are the best days there because they have Half Price Wine - ALL DAY.But anyway we walked in and bellied up to the bar. We were greeted within seconds by a pleasant and cheery Bartender by the name of Rachael. We chatted briefly and she took our beverage order. Rachael recommended the Piranha Pale Ale for me and my friend had some berry flavored cider drink. Our beverages were promptly served. The beer was nicely chilled and very tasty. Not too hoppy - just like she said. She returned within a couple of minutes to offer us some food - which we declined. We just stopped in for a beverage. She was busily performing her BT duties but managed to spend a couple minutes here and there having conversation with us. Whilst sitting there we met a very nice gentleman named Jonathon. He was a guest at the bar as well. We had a great conversation about two of my favorite topics - Corvettes and driving.So Rachael was great  the beer was great  the conversation was great. The restaurant was not busy but was very clean including the restrooms. What more can a guy ask for?Jonathon - If you read this  it really was a pleasure meeting you.
Stephanie A.,Plantation  FL,61,30,106,7/19/2017,5.0,One of my favourite restaurants! I literally visit all the time. The menu is so diverse and they're is always something for everyone. Great happy hour deals and specials. I joined the membership and there are always great perks available. Btw  everything I have eaten there has been delicious. Not a single complaint!
Lyn G.,Sacramento  CA,95,119,88,3/26/2017,4.0,Have always liked BJ'S and have never been really disappointed with food or service. Of course  it's usually a wait to be seated  a wait for service  but that's what's to be expected. Food and service is always good. This visit we both had the rib eye steak with cheddar mashed potatoes and fulfilled asparagus. It was so good! Steak was juicy and flavorful  mashed potatoes were creamy and you could taste the delicious cheese  and asparagus (huge serving) were seasoned perfectly. This by far was the best meal I had at BJ'S! I highly recommend trying it!
