Username,location,friend_count,review_count,photo_count,date,rating,review
Yassmine S.,Chandler  AZ,44,4,1,7/31/2017,5.0,All i can say is AMAZINGGG CUSTOMER SERVICE!! Would definitely recommend.David (the manager) took the time from his busy schedule and contacted me personally after i had some issues from my order and had my food delivered with no cost to make it for it.I have been a customer for so long and i wouldn't change it otherwise its definitely my to go to restaurant especially for my night cravings.The food  the service and everything is on point.I come from New York so i have tried a variety of food and been to different restaurants so i pay attention to the smallest details and i want my meal to be perfect since I'm paying my money and Bjs just doesn't fail to impress.Thank you for making my days special and appreciate the great service.
Jacky C.,Tucson  AZ,235,55,102,10/16/2017,1.0,"STAY AWAY! If you\'re debating between a few restaurants and this is one of your options  you can cross BJ\'s off your list and I\'m sure you won\'t regret it. My family took my bf here for his birthday. We were seated immediately and the server came over in a timely manner. He had no knowledge of the menu- he kept offering items that were not even on the menu and then saying ""Oh sorry never mind you can\'t get that"". The food was mediocre at best.. rib eye  mahi-mahi tacos  chicken sandwich were all overpriced and it seemed like the quality was not what it used to be- More bland than it was flavorful. Anything we requested from our server  such as an extra ranch or drink refill  were forgotten about. The server ID\'d my bf when he ordered a beer and noted that it was his birthday the day before our visit  but forgot it when it was time for dessert and we had to remind him. We ordered a white chocolate macadamia nut pizookie. The server informed us  to my bf\'s disappointment  that they were out of vanilla ice cream and will have to give us chocolate instead. My bf is not a fan of chocolate (what a weirdo  right) and passed on the pizookie but they brought out the cookie anyway. About 5-10 mins later  we see dessert plates being brought out with VANILLA ICE CREAM. I guess they restocked but we were not informed  received no apology and the server had made no effort to make things right. To top off our amazing experience  my bf  my sister and I ended up in and out of the restroom all night from 2 in the morning til now thanks to the mahi-mahi tacos we decided to try. If I had to diagnose that  I\'m going to guess that we\'ve got food poisoning. I called the manager on duty this morning to explain everything that had happened to her and she had no sympathy or desire to make things right. Don\'t waste your time or your money! There are sooo many other options than a place that has no respect for your needs or your time. You. Deserve. Better."
Sarah W.,Chandler  AZ,155,311,175,8/1/2017\n            \n\n\n\n\n\nUpdated review,3.0,Probably by far top servers we have ever got definitely top 10 for sure. The pizza is good which is why it gets three stars but when we went last night I just couldn't believe how long it took when she was not the only server working. You would think when you are serving so close to your managers or leads that you would be working better to show your strengths but this was terrible. She not once ever refilled my water even after asking and putting it out for her to see. She never once looked at how I never touched my Awful margarita and said hey I noticed you haven't touched your margarita is everything okay? Nope not once. My fianc asked for a side of ranch and we definitely never got that either. I seriously couldn't believe how little this server cared.Definitely will not be back anytime soon. Maybe a different location is better or just order to go from now on for their specials.
Norm R.,Phoenix  AZ,459,655,3227,10/30/2017,4.0,Though chain restaurants are not much of my thing  I like this one because of the friendly service  the well-stocked bar and the wide beer selection from which you can order flights  and good food (tip: if you can't decide what to order and you like pizza  get the BJ's favorite!) served in generous portions. For sports buffs  the big screens are a big draw as well. The restaurant is one of the establishments on the periphery of the Chandler Mall  so location is convenient and parking is never a problem.
William L.,Chandler  AZ,32,173,48,11/18/2017,3.0,Went with some coworkers to just have a leisurely lunch. Ended up grabbing a BLT sandwich and the others grabbed the Mac and cheese and salad. My BLT sandwich was great tasting and crisp (not soggy). The fries were pretty good as well. Both my coworkers loved the salad and Mac and cheese. The staff was really nice and attentive. The only complaint I really had was the wait time for the food. It took a decent amount of time for the food to come out and the place wasn't that busy so was curious why the long wait (30 mins for the food approximately). Overall  I'd come back but would probably push on faster food service.
Shawna A.,Chandler  AZ,0,9,,11/30/2017,1.0,"BJs was a place that my husband and I frequently would visit  mainly due to the late hours they have. We routinely pick up food from here and have given this restaurant multiple chances after they CONSTANTLY mess up our orders and finally  enough is enough  and I can\'t see a time when we\'re coming back. Back on Veternan\'s Day my husband and I picked up food to go; my order was severely messed up (missing toppings  wrong side)  and I called the restaurant to let them know. The worker was apologetic and said we would get refunded; I gave our card number that it was purchased on and three weeks later  still no refund. Obviously  refunds don\'t take that long so we went back into the restaurant to ask about the refund. While we waited for a manager  one of the chefs came out and discussed how ""crazy"" the restaurant was and busy on Veteran\'s Day  and they messed up a lot of orders. I chuckled inside because I was thinking  first of all  a restaurant should be prepared to deal with demand  secondly; you mess up our orders all the time. Eventually  the manager came out who really seems to be like a nice guy; we have talked to him several times due to the multiple times our orders are botched. He offered us either our money back or a $25 gift card  so we accepted the gift card and left. Later  we wanted to grab dinner  so I ordered food from BJ\'s on their application. I ordered a sandwich and a turkey burger and within minutes my cell phone rang  it was BJs saying the order had come through as a large pizza and that the cooks in the back thought it was odd that a pizza had mayo on it  so they figured something had happened. What was confusing is the fact that they assumed it was a pizza  but they said all the customizations we added to our order were visible. My husband made sure they could see all of our customizations  asked about them  and they said they had the order correct  and it would be ready for pick-up shortly. When my husband went to pick up our order  after being in there for 20 minutes or so  he saw the turkey burger had a side salad with it. He questioned the worker saying that wasn\'t right  and she argued that the turkey burger comes with a side salad WITHOUT dressing. He said I know  but my wife changed her side to fries (why would you argue and what is the point of customizing an order if they can\'t get it right?). My husband then was obviously skeptical that the rest of the order was right  and he asked if the turkey burger had onions on it (I love onions and previously when I ordered the turkey burger they left onions off  which is stupid because one of the toppings it comes with IS onions)  the worker replied that onions were on it because it comes on it. Well  thankfully my hubby is smart or just knows how bad they are  so he asked for some onions on the side. Anyway  we get home; I go to look at the toppings on my turkey burger and sure enough -- no onions. I could go on and on about all the times that they have messed up our order  and even though we had a gift card  we still paid too much for service and food like this. One other example  one time we placed a take-out order and ordered a specific pizookie - the restaurant wasn\'t able to see what flavor pizookie we wanted  and what flavors of ice cream  so instead of calling us  they gave us whatever they wanted (are you kidding? Prices are way too high for this kind of service). We are very loyal customers  and we won\'t be coming back anytime soon. Something with the way this restaurant runs is severely broken and obviously nothing is fixing it. The sad part is this was our first time being back since they messed up our previous order  and here they go again getting it wrong. It is sad that places like McDonald\'s mess up my order a lot less than a place that is much more expensive."
Alley R.,San Diego  CA,34,233,1012,5/3/2017,4.0,Free beer for teachers  vets  military and other heroes. Fresh made pizza  craft beer  excellent service and kindness to Alley....what more can I say. Support your local B.J. pizza because they support those who support the community. Alley will be back for their happy hour!
Shelby P.,Bend  OR,0,2,,11/2/2017,4.0,I was in Chandler this past week visiting family and it was my first time at Bj's. My brother told me he had been once before and the food was great but service was lacking. Our Server was Ian  he was very informative about the menu and catered to all of my allergy needs. He guided me to the gluten free pizza which was a delicious choice along with a bowl of the broccoli cheddar soup  such a yummy suggestion! My brother didn't want pizza so Ian suggested the roast beef dip and he loved it too! As busy as it was Ian kept our cups filled and was present just the right amount. Thank you for a wonderful experience and for being kind on the eyes! Ask for Ian for your next visit!
Eric B.,Chandler  AZ,784,475,870,1/17/2017,4.0,Been coming to this BJs for about 7 years  so I can't believe it took me until now to write a review! BJ's quality is always there when it comes to the brews and deep dish pizzas. My fav item on the menu used to be the calzone until they took it off--bring it back guys! They also have some bomb salads if you're not in the mood to go carb-heavy. But of course  the star of the show is the famous Pizookie! I've had all different kinds but the original chocolate chip is still the best. If you haven't been to BJ's yet  you need to do yourself a favor and head over! Your taste buds will thank you!
Jess H.,Gilbert  AZ,0,3,,11/2/2017,5.0,Christian J. was our server and he was simply amazing. He had phenomenal customer service! He was very personable  had a great sense of humor  and was always on top of it. Thank you  Christian!
Scott B.,Prescott Valley  AZ,88,59,87,6/2/2017,4.0,What an amazing menu! I have a list of menu items I MUST TRY! Very upscale! But reasonable prices.
Keerthi V.,Gilbert  AZ,14,59,63,7/3/2017,4.0,We came here for a family meal and it was pretty good. It's a nice atmosphere  dark in the restaurant. Our waiter was really nice. She answered all my questions and asked in the kitchen to check that the bread bowl was vegan. They had a vegan option labeled on the menu  a lentil soup. They also had other plates that could be made vegan. I ordered guacamole and the soup. The appetizer came out quickly and was great. Our food came out really late and they mixed up my order but the manager came out and apologized and checked in with us. The food was really good  pretty filling. It's a good place to go for big groups and for a nice dinner. Everyone in our group found something they liked on the menu and everyone ended up happy with their meal. Would recommend this place!
Brian R.,Saint Louis  MO,85,245,773,10/22/2016,4.0,BJs  for a chain  is quite good. This location is at the Chandler Mall  so it can get busy during peak dining and shopping hours. As a local brewery  they have a huge bar  and you can see the brewery tanks in the restaurant as you eat. The waiter was friendly and patient with us  as we took awhile to decide on our entrees. He was attentive during the meal.The pub/bar food is actually good  unlike some breweries that have great beer but only mediocre food. I had the double burger loaded with onions  cheese  a house made bun  and a side of onion strings. They cooked the burger medium as requested  and it was well seasoned with the proper amount of juiciness. The onion strings were amazing!For dessert  their chocolate chip pizookie is the best. A soft baked 6-7 inch deep dish cookie topped with ice cream and whipped cream.
Tony N.,Mesa  AZ,0,25,21,6/28/2017,3.0,I'll make this simple. Me and my girlfriend wanted to try something different and I've heard good things about Bj's  so we decided to eat there. We were seated and after we got our drinks  our server disappeared for a good 10 minutes before she showed up to take our order. The food... Oh man  my girlfriend ordered pasta(forgot the name)  it was so undercooked and tasted like it was froze and microwaved. I wanted to return it back to the kitchen  but it was too much of a hassle to find the server since she disappeared again. I bought the bison burger  which was good. We tried the dessert and that was amazing.Overall  I gave 2 stars for the decor and 1 star for the service and food.
Makesha F.,Phoenix  AZ,63,13,1,9/7/2017,3.0,This was my first time coming to a BJs in Arizona  it was okay. The food was pretty good  I had the avocado rolls and the Peruvian Shrimp Quinoa Bowl. Oh let me just state  the water is disgusting it's tastes like dirt therefore I would recommend a Pellegrino. The service was good  our servers name was Steve and he was a delight making our experience better.
Lily L.,Chandler  AZ,26,63,,8/19/2017,4.0,I'm not usually a fan chain restaurants  but BJ's does a pretty good job of making you forget your are at one. The menu can be overwhelming but the food is consistently good and the service is attentive. I think some of the prices are ridiculously expensive  like who would pay $16 for spaghetti  but I don't blame this location. In summary  the food and service is good and the menu offers a nice variety.
Grant C.,Tempe  AZ,36,71,61,10/4/2016,4.0,This was the first time here that was not a 5 star review. Came here with my family and my sister does not eat chicken. It was my fathers birthday. All started well. But we orders drinks and I orders a AMF it came out looked amazing. Normally I love amf's. but this one tasted like well tequila. It was horrible. Only had about 3/8ths. Enjoyed some wine and our food came. It was amazing tell my sisters order came out.  She told the waitress clearly no no chicken. She only eats seafood. So she orders a shrimp salad. And got a chicken salad.  We had to complain 2 times. Normally love eating here. They have us 2 free deserts for our large table. That's what saved the rating. It would have been a 2 star.  We will be back again
Ben D.,Tempe  AZ,3,160,,3/27/2017\n            \n\n\n\n\n\nUpdated review,4.0,We decided to stop by here Friday night. I go because my better half likes two particular things here. The good is good. I ordered the salmon with rice and broccoli. It was really good. I decided to try their root beer (maybe) ribs. They were not bad at all. I liked them. The next time I go back I might try a rib entre. I do not drink anymore so can not comment on their beers.
Traci T.,Los Angeles  CA,34,46,14,8/3/2017,5.0,There's just so many options here and I've never had a bad experience here with food nor staff. Just a great place for food any time of day. However  I particularly like to go here later at night for a drink and a great meal followed by a chocolate chip pazookie. Yummy!
Amanda L.,Mesa  AZ,64,12,2,5/18/2017,5.0,"We put our name on a call ahead list at the restaurant and when we got their they had ""lost"" our call in reservation. They said they would do their best to seat us in 20 minutes. 50 minutes later (7pm) my soon was hungry.I asked for a manager and explained what happened she said she would seat us right away and get us a free appetizer. I have a food allergies and appetizers are hard for my diet. The manager said she would see what else she could do. When the waiter came by he was amazing. He let me ""create"" a sandwich that was not even on the menu to meet my allergies. It was delicious.He then came back and told me our whole meal was comped and wished me a happy Mother\'s Day!The executed excellent customer service!!"
