Username,location,friend_count,review_count,photo_count,date,rating,review
Tina R.,Aurora  CO,20,40,3,11/11/2017,5.0,Excellent food and service Every time we have eaten here. It has become one of our favorites because there are so many wonderful choices. Really great drinks too.
Robert H.,Denver  CO,164,633,1933,11/10/2017,3.0,BJ's Restaurant is one of those places you go to grab a $6 beer and watch the game or celebrate a friends birthday over a $15 burger and $10 dessert. You wouldn't eat here for a casual $50 dinner in a sports bar style environment unless that's your thing.- Expect about 60 minutes from start to finish- Small parking lot- Good lunch/holiday specials- Excellent fries- Freebies with rewards program- Snag a table in the bar area to avoid waiting When it comes to value compared to quality  there are plenty of other places to eat. If you're looking for some decent food and good beer while eating with good company  the long service wait times won't bother you. I enjoy talking with my wife  but for those of you that don't it may make the long wait bother you. Be sure to arrive with food company and not be in any type of rush. I've never made it out in less than 60 minutes and usually wait around 45 minutes for a table. I ordered the chicken fried steak burger ($12.50) and the fries tasted double fried delicious. The burger was average size with a decent portion of avocado. I would order it again. Following my meal I ordered them snickerdoodle pizookie ($4.95) and it was gone in a few bites. Not recommended as a mini for two people.
Melisa U.,Elizabeth  CO,62,166,510,9/26/2017,1.0,Wow. Really bad service and really bad attitudes of employees here. I've been eating at BJs for years and have not had such a bad experience as I have had yesterday.We had a group of 5  with three of us not exactly skinny minnies and they tried to seat us in a small table (not even offering to move tables together) so we declined and asked to sit in a booth  which the hostess quite rudely said 'those tables are reserved for parties of 6 or more'. First of all  I saw three tables of four sitting at these round booths so that excuse was invalid. Secondly  we're not the skinniest of people  we probably could have been considered party of 7+ (weight wise) if you wanted to get technical.Our waitress Gena R. was amazing compared to the crap show of people hired at this location. She was attentive and kind and honestly the only good thing at this restaurant.The food was decent but the presentation of some things were severely lacking. The jambalaya plate was sloppily thrown together and they didn't even have the courtesy to wipe the edges clean before presenting it to us. The flatbread was cut very haphazardly  some pieces 1 inch while some were 3 inches. Very hard to eat when we were trying to divide it up between our group of 5. The attitude of the workers here also needs to be improved. They literally smirked at us as they were delivering the food to the table. The only good waitress was Gena R.
D. Chase H.,Arvada  CO,0,8,,9/11/2017,2.0,I offer an extra star for effort. Speedy & accountable delivery services - perfect balance of competence & rapport. But the food needs serious work. Avocado egg roles were greasy as shit - could only handle half of one before my gall bladder started to spasm. The tomato bisque was a tasteless  boring  overly salty & bloating  dairy-gassy-constipating disaster. The Brussel Sprouts were flashed-cooked frozen disappointments. The baked ziti was a pile of shameful  lackluster noodles - tangled up with Slim-Jim's & cheese whiz. Good workers though (honest  misguided?) - but sadly have no understanding of good food.
Carrie P.,Colorado Springs  CO,124,130,284,8/28/2017,4.0,Big menu  great selection of drinks and fun atmosphere. I love that they offer vegetarian options! The cauliflower tacos are awesome!Seriously  it may not sound like your thing but don't knock them till you try them! Full of flavor and the salad that comes on the side is also amazing. I can't wait to try making these at home  I found a new favorite! The iced coffee wasn't the best but once I added a shot of kahlua it was delicious!
Steven S H C.,Denver  CO,743,641,1838,7/26/2017,3.0,it's very spacious restaurant with hostess manning the front. there was larger group sat next to us but luckily they were finishing up.I was hungry so as soon as waiter showed up  ordered everything. appetizer came out very quick (just chips and queso) but drink tool awhile. has to remind him and he finally brought it out.food was huge portjon and price to match. around $15 for entry. check out the specials which are great deal. 3 stars suffice!
Carly P.,Bennett  CO,787,563,1862,3/10/2017,3.0,"I haven\'t been here since I first moved to Colorado back in 2006. So it seemed I was long overdue to stop back in for a visit.+ BJ\'s Restaurant & Brewhouse prides its self on a rather impressive tap list. Which I\'d have to agree is pretty darn good.+ They have a selection of lighter options (called ""Enlightened Favorites"") on their menu which I decided to try and found the North Beach Mahi and Shrimp to be both tasty and filling!+ My server was on point. He explained their rewards program to me  offered me a sample of a beer I was interested in  and checked back with me often to ensure everything was to my satisfaction.+ Ambiance is nice. Like a classy dimly lit brewhouse.+/- Prices were alright. A bit more than I expected.- Felt like the rewards program must be a new focus and was almost over mentioned to me during my visit. The hostess mentioned it as she sat me and the server several times during my visit. I would probably just have the servers discuss it with their tables personally. I\'d definitely like to stop back in and try some of their other menu items!"
Jacob F.,Aurora  CO,11,98,66,4/15/2017,1.0,Used to love to eat here and would once every few weeks however after an incident with one of the waiters that I won't go into and then another time when my wife ordered pasta and it came out frozen I refuse to go back. If it weren't for those two experiences then I would rate it much higher.Update: Terrible  terrible  terrible service. It seems like every time I go there we have an issue. Tonight we decided to give their delivery service a try. After 2 hours  we called to check on the status of our order and the person who answered said our order hadn't been processed yet and it would take another 90 minutes........really crappy because we used to enjoy their food for the most part  but the service always lets us down.
Leena N.,Aurora  CO,80,116,164,2/7/2017,3.0,Came here on Monday with my brothers to celebrate a birthday. We came here because it was in close proximity to where we were. We ordered the seared ahi salad  classic rib eye  and portobello swiss burger. It was not busy on a Monday night  but it still took awhile for the food to come out. The seared ahi salad and portobello swiss burger were delicious! However  the classic rib eye was okay. It was a bit tough and I was not a fan of the mashed potatoes. The mashed potatoes were lumpy and did not have a smooth texture. On the bright side  the waiter offered to buy a dessert for my brother for his birthday. The waiter was nice and attentive.
Mike S.,Aurora  CO,1,11,,9/29/2017,5.0,Wow!! What a fantastic experience! Everyone from the waitstaff to the Manager Maria were amazing! The food was great! They were also very helpful with the two children we brought with us. Even though they no longer make the Cheeseburger pizza (my favorite)  Maria agreed to have the kitchen make us one. I can't wait to be back!! Great job Maria and Aurora BJ's!
