Username,location,friend_count,review_count,photo_count,date,rating,review
Nicole H.,Fredericksburg  VA,1,35,22,12/5/2017,4.0,So  I went with a few friends on a Sunday afternoon/early evening. Ok at 4! We were immediately seated  it was busy  but not overly crowded. Atmosphere was really nice. Busy  but nice. Seemed family friendly. Our server Marky Mark (he says it's on his birth certificate)  knew his stuff. He knew the menu front and back. Very  very personable  tons of fun. Needless to say  at the end of the evening he got a good tip. From all of us. Now for the food. Appetizers: cheese curds (I'd never had them) delicious. Hot. Cheesy. Sweet potato fries. Not a fan on sugar and cinnamon on mine  but my compadre did and before she added it  I was enjoying them. Maybe a little too crunchy but still good. Some kind of flat bread thing with jalapeos and a bunch of veggies I like. Amazing! For the main dish I got jambalaya. It was spicy  but not quite as much flavor as I would've liked. Either way  still a good dish. My companions had meals that looked equally delicious  but no one was in the sharing mood. Dessert. I had the baked beigne that came with ice cream and whipped cream. Still good. Needless to say  I walked out of there STUFFED! Definitely going again. And again. Aaand again.
Beth F.,Cabin John  MD,0,3,,11/22/2017,1.0,Service sucked. We sat down in the bar area. We waited 15 minutes before someone came to wait on us. My boyfriend got the clam chowder in a sour dough bread bowl. The chowder was so thick it looked like mashed potatoes. The bread bowl was hard as a rock. We also ordered wings; 5 cheery glaze and 5 dry rubbed sriracha. They forgot to put the sriracha dry run on them. We mentioned something to our waitress and she said she would be right back she was going to get a little bowl of the rub for us. No she did NOT offer to take the wings back!!! It took 10 minutes to get the rub for us to put on our wings ourselves! Just all around awful!!!! Awful everything. It's a bunch of kids working who have no idea about customer service or work ethic. And whoever is cooking back in the kitchen  needs a few cooking lessons. This place will be out of business before next winter.
B H.,Fredericksburg  VA,12,53,3,10/2/2017,1.0,"First of all ~ we love the BJ\'s concept and have enjoyed many of their locations. This newer location is just not up to par. They have too many front of house staff on the floor at any given time. They bump into each other and create chaos.  However  they do not have enough bartenders working during prime times. Scheduling seems to need improvement. Saturday  9/30/17 at 7:15pm -- it took 25 minutes for 2 beers  2 cocktails and 3 kids drinks to be delivered. And  one of the cocktails was wrong. Another issue they have had last 3 times (in 6 weeks) that we have been there is mixing up table numbers. We receive incorrect order and another table receives ours. Both at tables in the bar as well as table in dining room. Finally - the kitchen -- the food is very hit or miss. Even their awesome Clam Chowder was a mess this past weekend. It was gelatinous and visually unattractive. Not only our table but the table across from us pushed it away after a few spoonfuls. The spicy chicken sandwhich lacked any ""kick"" at all. Kitchen has not improved at all since grand opening. Prime Rib was just OK but  not worth the price.Come on Fredericksburg  VA BJ\'s - get your act together!"
Steve S.,Parsippany  NJ,558,1171,285,9/19/2017,3.0,The last time I was down here in Fredericksburg (a few weeks ago) I stopped at BJs...the third one I've tried and I wasn't as happy with this visit as with the other two I've tried before. We were seated fairly quickly  but it took some time before a waitress came to our table...not too long  but it seemed odd. When she came over I ordered one of the BJs beers (I think it was the amber) and my daughter just had some water. The drinks came quickly and I ordered the BJs Brewhouse Burger and my daughter had the Blonde Fish & Chips. When the food finally came my medium burger was rare  like cold to the touch in the middle and my daughter's fish were super oily and a bit soggy. The waitress was a bit horrified and resubmitted the order and when they came out the second time both meals were fine. My burger was good  but my fries and my daughter's fish needed some extra seasoning. We also ordered out Pizzookies which they got perfectly. If you ever come here...save room for dessert as these are great. I know BJ's can do a little better so I will give them another shot
Randa H.,King George  VA,15,58,237,6/29/2017,4.0,We tried BJ's for the first time on Tuesday with my 5 year old nephew who has been dying to go. We called ahead to make reservations but they informed us that they do not take them  however  we told them we would be there around 6:45 and they said they'd be able to seat us immediately. When we arrived we were told there was a 25 minute wait  which wasn't surprising because it is new. After 40 minutes we checked to see where how many people were in front of us and were told 3 parties  but we were seated not a minute later. They brought out pizza samples while we waited which was great but one of the hostesses made a strange comment about how we should be thankful we were being seated as we were taken to the table. We had three servers assigned to our table who were very knowledgeable and friendly. They took our orders quickly and did pretty well with the tablets they were using considering they haven't been open long. Our food didn't take that long considering how busy they were and our drinks stayed full. The menu is huge and we had a little bit of everything - ziti  burgers  chicken sandwiches  salads  and the kid's spaghetti. We also shared three pizookies and a beignet. OMG. The dinners were all great and sides were very large. Our burgers were cooked perfectly and the fries were delicious. The ziti was amazing and the chicken on the sandwiches and salad was so crispy and juicy. The desserts were out of this world too. Prices were average for that sort of restaurant. We had two appetizers  6 dinners  one kid's meal  four desserts  and four alcoholic beverages for $155. We will definitely come back and try some more of the endless options on the menu.
Nicole J.,Fredericksburg  VA,50,105,306,6/23/2017,3.0,The food was ok. My fish and chips tasted like beer and I couldn't eat it but my husband liked it.The burgers were good. My daughter's friend had the chicken chopped salad minus the chicken because she's vegetarian and loved it. The hopstorm IPA was a keeper according to my husband. I had the strawberry splash which was a combination of pina colada and strawberry daiquiri. OMG. I could drink that all day.The service was GREAT.
Joseph L.,Fredericksburg  VA,15,117,215,11/12/2017,2.0,Not much to say... it was just ok. Nothing to get excited about.
Marie G.,Fredericksburg  VA,1,33,53,12/4/2017,5.0,I've eaten here several times. Sometimes there is a wait. The menu is extensive. I'm a vegetarian and my sister is a GF vegetarian. Both of us were able to select from a few different options. Everything was well prepared. The service varies  depending on the server. One server was exceptional and one of the others  not so much. Still worth the wait  with the hit or miss service. Extensive food and alcohol menu ensures everyone is happy. Sometimes parking can be filled up close to the restaurant  but there is plenty of parking  with a little bit of a walk.
Jason Y.,Pottstown  PA,0,65,13,11/8/2017,1.0,Good food and beer selection but if you get here after 10 be prepared for a nasty smell and experience from the bar. They start rinsing and cleaning the bar area  even though they're still open. Most places wait until the customers are gone. Sadly  this creates a nasty smell and releases the fruit flies. This is my 3rd time at this location and witnessed the same thing each time. Come on management! Make better decisions.
Lisa A.,Fredericksburg  VA,0,10,1,10/23/2017,2.0,"Great looking restaurant but very noisy and the food was below average at best. Portions are extremely small for what you pay. Calamari appetizer was mainly ""crumbs"" and extremely greasy. I ordered the chicken and soba noodles in a spicy peanut sauce. The noodles were grey and lukewarm. I ordered based on the photo and description from the menuand what I received was nowhere close. My son ordered a 20.00 deep dish pizza and it was absolutely not worth it. I\'ve had better deep dish from Little Cesar\'s. Best item we had all night was the monkey bread pizookie. They need to get their act together. I was expecting a far better experience than what we got."
