Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,Yes,Malbec Argentinean Cuisine,https://www.yelp.com/adredir?ad_business_id=iBBhFbM2viFw1di3BNhOqQ&campaign_id=1u6ReJd1UeSQmRZqx-DQ3g&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmalbec-argentinean-cuisine-santa-monica&request_id=f8abce49273c57ba&signature=53cefe3a5b420f26a5368a6dc48ef199067f618cb9fd3a9c048209aefb421a05&slot=0,California Pizza Kitchen,https://www.yelp.com/biz/california-pizza-kitchen-canoga-park-3?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Larsen’s Steakhouse - Encino,https://www.yelp.com/adredir?ad_business_id=WX0oF2dSJjXEFlo4gMJDdA&campaign_id=eOmXsxHTIGRE1FOrMyhoHw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flarsens-steakhouse-encino-encino&request_id=f8abce49273c57ba&signature=93213336161582d97127cebab3df129b031528548bc6b384ebd92e547508fc4a&slot=1,Islands Restaurant,https://www.yelp.com/biz/islands-restaurant-los-angeles-7?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Jimmy’s Famous American Tavern,https://www.yelp.com/biz/jimmys-famous-american-tavern-woodland-hills-3?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 12:00 am,Good For,"Lunch, Dinner, Dessert",,,,
Sun,10:00 am - 11:00 pm,Parking,Valet,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
