Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,Yes,OB Brewery,https://www.yelp.com/adredir?ad_business_id=kok-QgFNwhWRJqsqxD6nrQ&campaign_id=E7pOp1qVcW48husOb4vMbw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fob-brewery-san-diego&request_id=c82480eaf9271956&signature=cfbfa40fcffd006d8dad63a84c601c4043c16c98598a4b41107868660cd6e21f&slot=0,Phil’s BBQ,https://www.yelp.com/biz/phils-bbq-san-diego-2?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Mister A’s,https://www.yelp.com/adredir?ad_business_id=VNZB0P6Zqclc3EvwY2riMA&campaign_id=7gpd2rA2pp5OPwqv6OwfdQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmister-as-san-diego&request_id=c82480eaf9271956&signature=9717e092570ab1ca7c94631e4ce0db8f01ac7d3a977c86f9e83b6c1785c4fa62&slot=1,Le Parfait Paris,https://www.yelp.com/biz/le-parfait-paris-san-diego-7?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,The Crack Shack,https://www.yelp.com/biz/the-crack-shack-san-diego?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,Yes,,,,
Sat,10:00 am - 12:00 am,Good For,"Brunch, Lunch, Dinner, Dessert",,,,
Sun,10:00 am - 11:00 pm,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,"Casual, Touristy",,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
