Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:30 am - 11:00 pm,Takes Reservations,No,Menchie’s Frozen Yogurt,https://www.yelp.com/adredir?ad_business_id=M0SFgXfEoTeSDDQKa732aw&campaign_id=78QzN2wPIxbk42MouyvFQg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmenchies-frozen-yogurt-happy-valley&request_id=2403a4ebf1c7bd87&signature=f893bab0514a44c08f288a962df2b2bc53b4005f8aa6b64e42a412268347eddc&slot=0,,
Tue,11:30 am - 11:00 pm,Delivery,No,Portland Brew Bus,https://www.yelp.com/adredir?ad_business_id=jxPbo0Ukovk7iuU3vr5ZWg&campaign_id=tJt5ugWvVHhaieT8AFombg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fportland-brew-bus-portland&request_id=2403a4ebf1c7bd87&signature=14e9e7af7ee98b5bcd0186b810653538150bc049346de9e61d9bc4b9cedccad7&slot=1,,
Wed,11:30 am - 11:00 pm,Take-out,Yes,,,,
Thu,11:30 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:30 am - 12:00 am,Good For,"Dinner, Dessert",,,,
Sat,10:00 am - 12:00 am,Parking,Street,,,,
Sun,10:00 am - 10:00 pm,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Wi-Fi,No,,,,
