Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,Yes,La Familia Mexican Restaurant,https://www.yelp.com/adredir?ad_business_id=ytXDFC_vIX5x3lIdfPVwYw&campaign_id=4DMeVg-ejUN3h-XD5K4UuA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fla-familia-mexican-restaurant-fort-worth-2&request_id=757bb81c14d1a5b6&signature=17c7e1cac50c52eb74dd5545be8090c4cca160707c275a245a564390d6c90fc9&slot=0,Del Frisco’s Grille,https://www.yelp.com/biz/del-friscos-grille-fort-worth?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Railhead Smokehouse,https://www.yelp.com/adredir?ad_business_id=cvkfeac0ByQLPMsWhRay8A&campaign_id=Wihz34NchUyEeR0-rWfA6Q&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Frailhead-smokehouse-fort-worth&request_id=757bb81c14d1a5b6&signature=e01fe4899770657ac7a3c5665ba121b4387edeecd8dc8f0f407f979865d22d15&slot=1,Bird Cafe,https://www.yelp.com/biz/bird-cafe-fort-worth?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Reata,https://www.yelp.com/biz/reata-fort-worth?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:30 am,Accepts Android Pay,No,,,,
Sat,10:00 am - 12:30 am,Good For,"Brunch, Lunch, Dinner, Dessert",,,,
Sun,10:00 am - 11:00 pm,Parking,Garage,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Classy,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
