Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,No,Dandelion Bakery Bistro,https://www.yelp.com/adredir?ad_business_id=s-CaC5PH2vfWawGxtPu2VQ&campaign_id=Q6fkcl4SfXLoCSqnAQaLUw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdandelion-bakery-bistro-glenelg&request_id=299e38b0bc03f994&signature=52e1df1bdc7afc258ed36f053845647b8058cb97f48ff6a3ea989105eaf31668&slot=0,Seasons 52,https://www.yelp.com/biz/seasons-52-columbia?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Stanford Grill,https://www.yelp.com/adredir?ad_business_id=S2YtIxzGBehAd4B2FYuo0A&campaign_id=q1Q0p7roTVdK0J_fxx39vQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstanford-grill-columbia&request_id=299e38b0bc03f994&signature=f8e79340a59649a386cb7c21301653658eb50f19d8b01fe0863c2b155826b0a7&slot=1,Victoria Gastro Pub,https://www.yelp.com/biz/victoria-gastro-pub-columbia?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,The Ale House Columbia,https://www.yelp.com/biz/the-ale-house-columbia-columbia?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:30 am,Accepts Apple Pay,No,,,,
Sat,10:00 am - 12:30 am,Good For,"Lunch, Dinner, Dessert",,,,
Sun,10:00 am - 11:00 pm,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
