Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,No,Grillestone Restaurant,https://www.yelp.com/adredir?ad_business_id=eeluFk844HldZUvCGhnSJA&campaign_id=ZkNTlSdTHlzYBvWmNsKtVA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgrillestone-restaurant-scotch-plains&request_id=b52a5dc76a9a7490&signature=e3c904a858d136de09a200962d8d836adf3fe2640e77fbe760f1b7c7287dd6cd&slot=0,Seasons 52,https://www.yelp.com/biz/seasons-52-edison?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Krispy Pizza,https://www.yelp.com/adredir?ad_business_id=JuR48ilQMXY8b5hk37gvyg&campaign_id=EVKjgXxhyswkJnzkkdiSqA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkrispy-pizza-old-bridge&request_id=b52a5dc76a9a7490&signature=7a1a15d3ea8eb1fbd088ae2d7eb739aeafd7b607751b433334d587ad64739792&slot=1,Kona Grill,https://www.yelp.com/biz/kona-grill-iselin-2?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Houlihan’s,https://www.yelp.com/biz/houlihans-metuchen-2?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:30 am,Accepts Apple Pay,No,,,,
Sat,10:00 am - 12:30 am,Good For,"Lunch, Dinner, Dessert",,,,
Sun,10:00 am - 11:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
