Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 11:00 pm,Takes Reservations,Yes,Latham 76 Diner,https://www.yelp.com/adredir?ad_business_id=OjczqLl-q-NQ2oyvWUMagw&campaign_id=V375T4LVD_JCIZC2Toqd7w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flatham-76-diner-latham&request_id=52fc2c0bb5518042&signature=47082e38ffa3fcb41819099bd8ce74871726b2af06088f670dc8306d180c9fa4&slot=0,Blu Stone Bistro,https://www.yelp.com/biz/blu-stone-bistro-latham-2?page_src=related_bizes
Tue,11:00 am - 11:00 pm,Delivery,No,Iron Gate Cafe,https://www.yelp.com/adredir?ad_business_id=mfkK5e2JgvQrQAzROa_eqw&campaign_id=4eOgK-SgAgQrVpgcqBO21g&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Firon-gate-cafe-albany&request_id=52fc2c0bb5518042&signature=7db2007ff10f7ad361e549bb63f6c58d35f9f6dc8f9856185037953113ca1b96&slot=1,The Standard Restaurant & Lounge,https://www.yelp.com/biz/the-standard-restaurant-and-lounge-albany?page_src=related_bizes
Wed,11:00 am - 11:00 pm,Take-out,Yes,,,Madison Pour House,https://www.yelp.com/biz/madison-pour-house-albany?page_src=related_bizes
Thu,11:00 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:30 am,Accepts Apple Pay,No,,,,
Sat,10:00 am - 12:30 am,Good For,"Lunch, Dinner, Dessert",,,,
Sun,10:00 am - 11:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
,,Gender Neutral Restrooms,Yes,,,,
