Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:30 am - 11:00 pm,Takes Reservations,Yes,Pirate’s Dinner Adventure Theater,https://www.yelp.com/adredir?ad_business_id=D3ELBfDByUN6I8twK9LpsA&campaign_id=jSSe2qMM4mSdngkGuCkDEg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpirates-dinner-adventure-theater-buena-park-2&request_id=dcd64ec038f35fbc&signature=6b224ad5141464f84fa1ba33382550469a865b4b7c865dda4e509cf3b5645d3d&slot=0,Chambers Bar & Bistro,https://www.yelp.com/biz/chambers-bar-and-bistro-anaheim?page_src=related_bizes
Tue,11:30 am - 11:00 pm,Delivery,No,Phantom Ales,https://www.yelp.com/adredir?ad_business_id=N7Cos0Y2w_i1tzDma66fNQ&campaign_id=vL_YlGLMPweLuPcNH8awEA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fphantom-ales-anaheim&request_id=dcd64ec038f35fbc&signature=8eabe77d2a5434c1687de2da5206bb55f1d0d0332d212ab420ad9b8353b425d0&slot=1,The Blind Rabbit,https://www.yelp.com/biz/the-blind-rabbit-anaheim?page_src=related_bizes
Wed,11:30 am - 11:00 pm,Take-out,Yes,,,Morton’s The Steakhouse,https://www.yelp.com/biz/mortons-the-steakhouse-anaheim-2?page_src=related_bizes
Thu,11:30 am - 11:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:30 am - 12:30 am,Accepts Apple Pay,No,,,,
Sat,10:00 am - 12:30 am,Good For,"Lunch, Dinner, Dessert",,,,
Sun,10:00 am - 11:00 pm,Parking,Garage,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
