Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Louie G’s Pizza,https://www.yelp.com/adredir?ad_business_id=VbiSgHU0rwE9sEA0GzWQsA&campaign_id=14pcmTCwqSVD-e9tXxVcdA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flouie-gs-pizza-fife&request_id=79f30e927dd52914&signature=df9acde60b8b3b43b057bf1c72796a418b4fd079ca58dfc85338083a7164cc9a&slot=0,Adriatic Grill - Italian Cuisine & Wine Bar,https://www.yelp.com/biz/adriatic-grill-italian-cuisine-and-wine-bar-tacoma?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Ma Boulangerie,https://www.yelp.com/adredir?ad_business_id=cJRKaFoJlKce1oPgAyGqFQ&campaign_id=MxyhXNjTVKaNyDfjkZa1EA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fma-boulangerie-federal-way-3&request_id=79f30e927dd52914&signature=29cb64f15b7a0cad11e4828bd4bb17695abe62a80f27b54a26a1432d34947397&slot=1,The Rock Wood Fired Pizza,https://www.yelp.com/biz/the-rock-wood-fired-pizza-tacoma-3?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Top of Tacoma Bar,https://www.yelp.com/biz/top-of-tacoma-bar-tacoma?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:00 am,Accepts Apple Pay,No,,,,
Sat,10:00 am - 12:00 am,Accepts Android Pay,No,,,,
Sun,10:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
