Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,TJ’s Restaurant & Lounge,https://www.yelp.com/adredir?ad_business_id=A2SuFLdTR-UE7Qn1vDQdQA&campaign_id=Q7ZSV-N3h8VZiTS5gff_UA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftjs-restaurant-and-lounge-youngstown&request_id=4264fab243158d72&signature=9729a83c9fe9abef55c32854a572520ffbdbc0c793cd63177c67d41957ec91b7&slot=0,Magic Tree Pub & Eatery,https://www.yelp.com/biz/magic-tree-pub-and-eatery-boardman?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,,,Krakatoa,https://www.yelp.com/biz/krakatoa-youngstown?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Gia’s Pizzeria,https://www.yelp.com/biz/gias-pizzeria-boardman?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Good For,"Lunch, Dinner, Dessert",,,,
Sat,11:00 am - 1:00 am,Parking,Private Lot,,,,
Sun,11:00 am - 12:00 am,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,"Casual, Trendy",,,,
,,Noise Level,Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
