Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Doughboy’s Pizza,https://www.yelp.com/adredir?ad_business_id=s_CFR6l-ecfGZ3tw16PJDQ&campaign_id=HIp9Choww5YKC32DB0Q30w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdoughboys-pizza-mckees-rocks&request_id=c88af077dde659b6&signature=51d24b743e60cb7f35266fb92be50f087d230a57d63e4f58f888c4c7c6802cbd&slot=0,Bonefish Grill,https://www.yelp.com/biz/bonefish-grill-pittsburgh?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Slice On Broadway,https://www.yelp.com/adredir?ad_business_id=BpJDI4Fj92lLNALQQeLvLg&campaign_id=64Eq_XCngJrqpjWlj2Sn-Q&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fslice-on-broadway-pittsburgh-2&request_id=c88af077dde659b6&signature=dd887654b76c3694c740e164407071449260ae7c5c393ad543fd76df2ad5d257&slot=1,Bistro 9101,https://www.yelp.com/biz/bistro-9101-pittsburgh?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Blue North,https://www.yelp.com/biz/blue-north-mccandless?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 1:00 am,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 12:00 am,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
