Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Claybank Deli & Bagels,https://www.yelp.com/adredir?ad_business_id=NedV36XLNylgX9r1XXrwwg&campaign_id=uQ-wERmkyXzVeISIrFfVpw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fclaybank-deli-and-bagels-fairfield-2&request_id=7bc7c0d4afc4d6c3&signature=82b58abbf7e05c20c7e3d76f93c37576596b4c1551e5668d6b2a1330e1e4a860&slot=0,Buckhorn BBQ,https://www.yelp.com/biz/buckhorn-bbq-vacaville?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Bud’s Pub & Grill,https://www.yelp.com/adredir?ad_business_id=n4VCj83NLP-hBnrKaYu2DQ&campaign_id=NQ_l2SFyQRlpyPtYoDcRpw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbuds-pub-and-grill-dixon&request_id=7bc7c0d4afc4d6c3&signature=552d5e05f969c351bf343891d6589dba4eeb537403da938f3f17b9f5edac3425&slot=1,Backdoor Bistro and Wine Bar,https://www.yelp.com/biz/backdoor-bistro-and-wine-bar-vacaville?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,The Point - Bistro & Cantina,https://www.yelp.com/biz/the-point-bistro-and-cantina-vacaville?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,No,,,,
Sat,10:00 am - 1:00 am,Accepts Android Pay,Yes,,,,
Sun,10:00 am - 12:00 am,Good For,"Lunch, Dinner",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Wheelchair Accessible,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
