Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Punch Bowl Social Cleveland,https://www.yelp.com/adredir?ad_business_id=9SrZRDl7-ZfuENCo0DjfsQ&campaign_id=MFq3t1IUiN9vBet3YykobQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpunch-bowl-social-cleveland-cleveland&request_id=9a7fbfe4689e043e&signature=bad59a7fe1228a302254b87e130146ed242c31779d3731b613906c55a9ae3d30&slot=0,Beau’s Grille,https://www.yelp.com/biz/beaus-grille-akron?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Make Believe Family Fun Center,https://www.yelp.com/adredir?ad_business_id=6NDdfWunMCPWOnOxev2Nrw&campaign_id=D_8il8SLz3VU5KdedUS5iQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmake-believe-family-fun-center-parma-2&request_id=9a7fbfe4689e043e&signature=fe3d2888aabf860d8a11745affdac4cb1e6757ea9abb990adef8552b5649327a&slot=1,Brio Coastal Bar & Kitchen,https://www.yelp.com/biz/brio-coastal-bar-and-kitchen-fairlawn?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Trattoria Vaccaro,https://www.yelp.com/biz/trattoria-vaccaro-akron?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 1:00 am,Good For,"Lunch, Dinner, Dessert",,,,
Sun,11:00 am - 12:00 am,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
