Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Carmen’s Burger Bar,https://www.yelp.com/adredir?ad_business_id=xBPG4v9K8PmgRMGFDZP54A&campaign_id=7WoAQjM27pK0WG9AQDc2Pg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcarmens-burger-bar-santa-rosa&request_id=dfa82f1511d33c4c&signature=f2d91a7b503d558a75fd0c516b0d60e106d4c76b9c4f7ce149a2ba748854066e&slot=0,Russian River Brewing,https://www.yelp.com/biz/russian-river-brewing-santa-rosa-2?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,Yes,Mary’s Pizza Shack,https://www.yelp.com/adredir?ad_business_id=GpCpfT2gfo3YPCS0y6XYtg&campaign_id=WbF2qxzUaUIlf8qILRiBZg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmarys-pizza-shack-santa-rosa-4&request_id=dfa82f1511d33c4c&signature=e8ba763de921fc682a5a8a0404db9be654158e6ed6183e6b5b1aae9c2bd6a833&slot=1,Pizza Guys,https://www.yelp.com/biz/pizza-guys-santa-rosa?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Joey’s Original Pizza,https://www.yelp.com/biz/joeys-original-pizza-santa-rosa-2?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,No,,,,
Sat,10:00 am - 1:00 am,Accepts Android Pay,No,,,,
Sun,10:00 am - 12:00 am,Good For,"Lunch, Dinner, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
