Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am,Takes Reservations,Yes,Pelican House,https://www.yelp.com/adredir?ad_business_id=oPgk1JGhLs9zbFot0KIJVQ&campaign_id=h8GFG9bx5JMHTpmGWtAgEg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpelican-house-baton-rouge&request_id=e3183631d15de993&signature=df83c748615bd978bdf807ede18f8b06a33406c9d88e2de68620229d6656efa7&slot=0,J. Alexander’s Restaurant,https://www.yelp.com/biz/j-alexanders-restaurant-baton-rouge-2?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Anthony’s Italian Deli,https://www.yelp.com/adredir?ad_business_id=wDhShOdfOpyeUvEnvWPpkA&campaign_id=pJ3dPqFJ5gJwl0fNIoKOUQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fanthonys-italian-deli-baton-rouge-2&request_id=e3183631d15de993&signature=616473f7392a4086ba3a4a1e34b6b5537617fab061743a474d85ba17392a00a5&slot=1,Pelican House,https://www.yelp.com/biz/pelican-house-baton-rouge?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Olive Or Twist,https://www.yelp.com/biz/olive-or-twist-baton-rouge?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,No,,,,
Sat,10:00 am - 1:00 am,Good For,"Lunch, Dinner, Dessert",,,,
Sun,10:00 am - 12:00 am,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
