Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 9:00 pm,Takes Reservations,No,Bluffington’s Cafe,https://www.yelp.com/adredir?ad_business_id=QiWX-evviq4DCTZNsjy5Ew&campaign_id=EfVfPPj5yRO_gzYpgBq9Qw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbluffingtons-cafe-lake-bluff&request_id=fbaf83dcdaf851a2&signature=d7d50412d393f1ceaede59a0f38c83a11c12b7bdae1abfc8bdfc3881c69225b5&slot=0,MOD Pizza,https://www.yelp.com/biz/mod-pizza-deerfield?page_src=related_bizes
Tue,11:00 am - 9:00 pm,Delivery,No,Sabatino’s Restaurant Chicago,https://www.yelp.com/adredir?ad_business_id=0-rkPnrTODt_veJ_nMVT_w&campaign_id=yddjvohkOKbSnSUofDsV8w&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsabatinos-restaurant-chicago-chicago&request_id=fbaf83dcdaf851a2&signature=bd56e19889b991a1d00c6182ab97bb70bd8187ec51b3d6df9a3be624f4714799&slot=1,Barnaby’s of Northbrook,https://www.yelp.com/biz/barnabys-of-northbrook-northbrook?page_src=related_bizes
Wed,11:00 am - 9:00 pm,Take-out,Yes,,,Bluegrass,https://www.yelp.com/biz/bluegrass-highland-park?page_src=related_bizes
Thu,11:00 am - 9:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 10:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 10:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 9:00 pm,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
