Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,Flames Steakhouse,https://www.yelp.com/adredir?ad_business_id=ZLEJU3fYViyjIfQlodLl4w&campaign_id=OlhKImm0pYTDNztXCfbyzg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fflames-steakhouse-elmsford&request_id=a00c1c3f618631a0&signature=a90945ec4f73fc0cf36cb8f5172a612600bc3e7a0cf72dd1545b2a28bea47050&slot=0,Cooked & Co - Temp. CLOSED,https://www.yelp.com/biz/cooked-and-co-scarsdale?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,Yes,Arcuri’s Pizza & Salad,https://www.yelp.com/adredir?ad_business_id=RqfiDZD-m_rHI4bcwG1I7g&campaign_id=pSf0F7Kk_9JlXqWA8AU3sw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Farcuris-pizza-and-salad-cos-cob-2&request_id=a00c1c3f618631a0&signature=17f4eaf6ed612b08739ecca8cb334651c473cef068aa9f1b49d38b81e2926805&slot=1,Bareburger,https://www.yelp.com/biz/bareburger-hartsdale?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Avellino Pizza & Pasta,https://www.yelp.com/biz/avellino-pizza-and-pasta-hartsdale?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 10:00 pm,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,No,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
