Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 9:30 pm,Takes Reservations,Yes,Catalina Express,https://www.yelp.com/adredir?ad_business_id=tNLXuSY8xhUnxCApFsz5Bw&campaign_id=OcUmjQtV5olrWirBjd-TYQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcatalina-express-san-pedro&request_id=f4ba4fdff5508e0b&signature=1cdabeae5a088c76d3823cb794c52b62cbd4f8ff6e5144643ad1f8bbd7bc4745&slot=0,Islands Fine Burger And Drinks,https://www.yelp.com/biz/islands-fine-burger-and-drinks-long-beach?page_src=related_bizes
Tue,11:00 am - 9:30 pm,Delivery,No,Lazy Dog Restaurant & Bar,https://www.yelp.com/adredir?ad_business_id=CrbqCHa4oQHbL0lcIn9O8w&campaign_id=hhxo61cycaaZvDmu3F8QDQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flazy-dog-restaurant-and-bar-cerritos&request_id=f4ba4fdff5508e0b&signature=8d0a95bfbc13e1302469ff252e576975a3d968d0c3d6e34fbf4cc32956b80f94&slot=1,Gladstones,https://www.yelp.com/biz/gladstones-long-beach?page_src=related_bizes
Wed,11:00 am - 9:30 pm,Take-out,Yes,,,Broadway Pizza & Grill,https://www.yelp.com/biz/broadway-pizza-and-grill-long-beach-2?page_src=related_bizes
Thu,11:00 am - 9:30 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 10:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 10:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 9:00 pm,Parking,Street,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,No,,,,
,,Coat Check,No,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
,,Has Pool Table,No,,,,
