Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,Piccolo Family Italian Ice,https://www.yelp.com/adredir?ad_business_id=ITc7sL3YYxHoQYoPNNH_GA&campaign_id=7XxW9d6JVmUjqS-bX11Z4Q&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpiccolo-family-italian-ice-scottsdale&request_id=635cbbd38a6d13a4&signature=c3735354b0e63415badc040f01ea451f0a01227d50cbb04c12e17e90fc3603e9&slot=0,Wink 24,https://www.yelp.com/biz/wink-24-phoenix?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,L’Amore Italian Restaurant,https://www.yelp.com/adredir?ad_business_id=ZVtjS8Hvq2a6SxHxlehPGg&campaign_id=bCIxV-sxaYxzh62bxt7Qqw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fl-amore-italian-restaurant-phoenix&request_id=635cbbd38a6d13a4&signature=baa69f9816a2bcf8a6c82985a27ff59f6d3c8e10f989af59ed304284f0b1f027&slot=1,The Parlor,https://www.yelp.com/biz/the-parlor-phoenix?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,NYPD Pizza,https://www.yelp.com/biz/nypd-pizza-phoenix-3?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 10:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 9:00 pm,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
