Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 9:30 pm,Takes Reservations,Yes,Affresco Pizzeria & Lounge,https://www.yelp.com/adredir?ad_business_id=0cp1Jp_1ohRI8gohHXvovg&campaign_id=z9LAElOK94I41AN6ThaL9A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Faffresco-pizzeria-and-lounge-park-ridge&request_id=9bb73a233b8a3b75&signature=6a4fc0f0c1b6c3dc79d11a6cd65e7b7f2f824bbe037115614578527a88f342f2&slot=0,Blaze Fast-Fire’d Pizza,https://www.yelp.com/biz/blaze-fast-fired-pizza-skokie?page_src=related_bizes
Tue,11:00 am - 9:30 pm,Delivery,No,Blue Door Farm Stand,https://www.yelp.com/adredir?ad_business_id=ige3s8PkYAErLRVbSvqItQ&campaign_id=kKrNeuNEE4jgACpqfuOkYA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fblue-door-farm-stand-chicago-5&request_id=9bb73a233b8a3b75&signature=aa8a2aaec639df0f983eafd2f346010d4739541e4a58e3d8ed8f092e5b9bad65&slot=1,Shake Shack,https://www.yelp.com/biz/shake-shack-skokie?page_src=related_bizes
Wed,11:00 am - 9:30 pm,Take-out,Yes,,,EJ’s Place,https://www.yelp.com/biz/ejs-place-skokie?page_src=related_bizes
Thu,11:00 am - 9:30 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 10:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 10:00 pm,Accepts Android Pay,Yes,,,,
Sun,11:30 am - 8:30 pm,Good For,"Lunch, Dinner",,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
