Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 9:00 pm,Takes Reservations,Yes,Greco’s New York Pizzeria,https://www.yelp.com/adredir?ad_business_id=RDHANMuIePng3oW6FkkbBg&campaign_id=yyyRatcQH9zWW1DlcLnxkg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgrecos-new-york-pizzeria-tarzana-2&request_id=c8dd68fa9cea3c0d&signature=5480e1c662b355165e551b7fccd0d052f817c93901033f09502c7d2dbcfc244e&slot=0,Claim Jumper,https://www.yelp.com/biz/claim-jumper-northridge?page_src=related_bizes
Tue,11:00 am - 9:30 pm,Delivery,No,Domingo’s Italian Deli,https://www.yelp.com/adredir?ad_business_id=C7BeLF8CX3W3L5eHwOW_Gg&campaign_id=XySFC968uWgEWtcxfenZUA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdomingos-italian-deli-encino-2&request_id=c8dd68fa9cea3c0d&signature=76002603a151adac872a2a7af69dc367d48161693efbcf13a5b119d54a977598&slot=1,California Chicken Cafe,https://www.yelp.com/biz/california-chicken-cafe-northridge?page_src=related_bizes
Wed,11:00 am - 9:30 pm,Take-out,Yes,,,Red Robin Gourmet Burgers,https://www.yelp.com/biz/red-robin-gourmet-burgers-northridge?page_src=related_bizes
Thu,11:00 am - 9:30 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 10:30 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 10:30 pm,Accepts Android Pay,No,,,,
Sun,11:00 am - 9:00 pm,Good For,"Lunch, Dinner",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
