Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 9:00 pm,Takes Reservations,No,Panna -Orlando,https://www.yelp.com/adredir?ad_business_id=5AMRyPP3h4WNJGOwH0G5vA&campaign_id=ZJsdnCzC-8S6AXMAWo5jsA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpanna-orlando-orlando&request_id=6636bb91ea1680a9&signature=47aa71104b1cc1dab06fc4a8a82ff48eabaec8ab9dd0ae82d4c11b7582a6705d&slot=0,Brio Tuscan Grille,https://www.yelp.com/biz/brio-tuscan-grille-orlando?page_src=related_bizes
Tue,11:00 am - 9:00 pm,Delivery,No,Kokino Tapas & Cocktails,https://www.yelp.com/adredir?ad_business_id=J7ZUu3yjVLOMk2iYLOAiPQ&campaign_id=eBUyZNTciYG6s57O4Dp9DA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkokino-tapas-and-cocktails-orlando-3&request_id=6636bb91ea1680a9&signature=ba92e11c1ddfda73788fcaf40933684adeaa9d5b451444384a3beef5b6818c38&slot=1,Antonio’s House Of Pizza,https://www.yelp.com/biz/antonios-house-of-pizza-orlando-5?page_src=related_bizes
Wed,11:00 am - 9:00 pm,Take-out,Yes,,,BJ’s Restaurant & Brewhouse,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-orlando?page_src=related_bizes
Thu,11:00 am - 9:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 9:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 9:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:30 am - 7:00 pm,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
