Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 9:30 pm,Takes Reservations,Yes,Tortino Mare,https://www.yelp.com/adredir?ad_business_id=Gj_zfsZsq-WMGlciuS_Efg&campaign_id=22lotIz_rXyRa_ZEGHGQPA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftortino-mare-manassas-park&request_id=187fa38e74b203f6&signature=96f39d83066bdb47afcdb35e8f893ad67f050582d30617508c3155264fda7d11&slot=0,Pomodoro,https://www.yelp.com/biz/pomodoro-fairfax?page_src=related_bizes
Tue,11:00 am - 9:30 pm,Delivery,Yes,Iron Age,https://www.yelp.com/adredir?ad_business_id=6LcA3jqS1xHohvjlXyLQzg&campaign_id=qBK0speOi1sqKNEJPdPpxg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Firon-age-centreville&request_id=187fa38e74b203f6&signature=cf5bdee8eaf39e8ed7c72d7ef24ae1e22acdbf48156477e0142ff245ce338f31&slot=1,Ozzie’s Good Eats,https://www.yelp.com/biz/ozzies-good-eats-fairfax?page_src=related_bizes
Wed,11:00 am - 9:30 pm,Take-out,Yes,,,Coastal Flats,https://www.yelp.com/biz/coastal-flats-fairfax?page_src=related_bizes
Thu,11:00 am - 9:30 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 10:30 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 10:30 pm,Accepts Android Pay,No,,,,
Sun,11:00 am - 9:00 pm,Good For,"Lunch, Dinner",,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Good For Dancing,No,,,,
,,Alcohol,Full Bar,,,,
,,Happy Hour,No,,,,
,,Coat Check,No,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
