Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,No,Great Mex Grill-Mesa Verde,https://www.yelp.com/adredir?ad_business_id=MBwriOp7DUpt0vnfET7LIg&campaign_id=NbLk3TOB6hDGTyGfc3vJyw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgreat-mex-grill-mesa-verde-costa-mesa&request_id=f12b63aa9ba3a460&signature=4d406a56bf668013258d66056a3f402cc3d21590faa99390efe4b60cf42e205a&slot=0,,
,,Delivery,Yes,Lamppost Pizza,https://www.yelp.com/adredir?ad_business_id=_3hHrALyGM-H48HliwNXmQ&campaign_id=8q-7UAJ5FXILM9yk1IG-bg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flamppost-pizza-fountain-valley&request_id=f12b63aa9ba3a460&signature=d8ef88bb344f9d375c938c6a8c5ef6e1ab32af2635d7efba14b63583796da6f9&slot=1,,
,,Take-out,Yes,,,,
,,Accepts Credit Cards,Yes,,,,
,,Parking,"Garage, Private Lot",,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Alcohol,No,,,,
,,Outdoor Seating,Yes,,,,
,,Waiter Service,No,,,,
