status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares
79746038702_10156117736113703,"""We've been dreaming of this day"" -Limes 

#NationalMargaritaDay",,video,https://www.facebook.com/californiapizzakitchen/videos/10156117736113703/,2018-02-22 14:00:00,17,1,4
79746038702_10156117186998703,"NEW Citrus Adobo Pizza Hand-crafted by inspiration.

Each year, our Certified Pizza Chefs compete for a chance to showcase their creations at our National Pizza Chef competition. Last year's winner is Abimelet ""Abi"" Morales, Pizza Chef from our King of Prussia, PA location!

Abi's Citrus Adobo Pizza, made with slow-cooked pork carnitas tossed in housemade ancho chili adobo sauce, is ready to be enjoyed at your local CPK!",Timeline Photos,photo,https://www.facebook.com/californiapizzakitchen/photos/a.90785803702.84244.79746038702/10156117186998703/?type=3,2018-02-21 14:56:14,32,1,5
79746038702_10156114236828703,"Congrats CPK HQ Palm Award Winners!

We are so honored to partner alongside you in sharing a slice of the California State of Mind",,video,https://www.facebook.com/californiapizzakitchen/videos/10156114236828703/,2018-02-20 13:00:00,4,0,0
79746038702_10215589507716025,"The recipe for the perfect night in? , , & !... Treat yourself to pizza on our NEW Cauliflower Crust!",Order Online for Pick-Up!,video,https://www.facebook.com/californiapizzakitchen/videos/10215589507716025/,2018-02-20 09:00:00,64,8,5
79746038702_10156109180253703,"I have had the worst experience with the West Hartford, CT location. On January 20, my daughter and I went to eat there and had a miserable experience. Between the server who was more interested in watching basketball on tv, frozen tomato sauce and dry pasta dinners, it was disappointing.  I made a complaint online, and was contacted by Lisa, the General manager there. She said she would take both dinners off our cards, and send a gift card. Instead, the cards got charged. It took almost 3 weeks to get the promised refunds. I also spoke to Marcus 2x at this location who also said he'd send a gift card for the trouble. A month later, still waiting for it. Lousy customer service.",,status,,2018-02-18 15:27:55,0,0,0
79746038702_10156099105628703,"Because every pizza me, loves every pizza you

Cheers to the ones we love, our BFFLs, our BAEs, our very special someone #valentinesday",,video,https://www.facebook.com/californiapizzakitchen/videos/10156099105628703/,2018-02-14 23:19:55,19,3,0
79746038702_10215552709356089,"West Coast vibes got me all fired up...   Seasonal Mexican Street Corn is HERE, now for a limited time! #newCPK",,video,https://www.facebook.com/californiapizzakitchen/videos/10215552709356089/,2018-02-14 12:10:29,356,54,70
79746038702_10156086629358703,"'Eat This, Not That' Awards
Best Sit-Down Restaurant: Banh Mi Power Bowl

""Because everyone needs a little 'me' time""","Eat This, Not That Awards: Find out which foods won",link,https://www.today.com/video/-eat-this-not-that-awards-find-out-which-foods-won-1156645443938,2018-02-10 13:01:13,43,1,1
79746038702_10156084336798703,I love pizza and celebrate it on #nationalPizzaDay and a chance to win pizza for a year at #CPK sweepstakes with my friend Suki and my boy Komfort,,photo,https://www.facebook.com/photo.php?fbid=1796504403753141&set=p.1796504403753141&type=3,2018-02-09 17:25:46,1,0,0
79746038702_10215582189893084,"#NationalPizzaDay, I love you to pizzas!   TODAY ONLY: Tag someone you want to celebrate with and include #CPKsweepstakes for a chance to win FREE PIZZA for a year.* 

Submissions valid 2/9/18 until 11:59pm PST only. http://bit.ly/CPKcauliflower *Full details available at http://bit.ly/PizzaDayRules",,video,https://www.facebook.com/californiapizzakitchen/videos/10215582189893084/,2018-02-09 08:00:00,975,1343,198
