Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:00 am Open now,Takes Reservations,No,FlatIron Kitchen & Taphouse,https://www.yelp.com/adredir?ad_business_id=2bTfMJCido0G8U0tk8hDkg&campaign_id=ffjCBFW0drAezjjRblhqEg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fflatiron-kitchen-and-taphouse-davidson&request_id=6969d9678fe2c71c&signature=bf6b7d7ccc1071b1cd28e5b4c922af349fa2ba1cb049414fe2d5be2b11ec5051&slot=0,Flying Saucer Draught Emporium,https://www.yelp.com/biz/flying-saucer-draught-emporium-charlotte-3?page_src=related_bizes
Tue,11:00 am - 12:00 am,Delivery,No,Shane’s Rib Shack,https://www.yelp.com/adredir?ad_business_id=mkAb0midYXqRLFJI1CHLWA&campaign_id=B7taTJtISvQ8dSxsds8oFQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fshanes-rib-shack-charlotte-3&request_id=6969d9678fe2c71c&signature=509ba351d013d87f01cb6be1b9c1461ca3e7fb1afd9641ad70df0296d5bf4075&slot=1,Boardwalk Billy’s Raw Bar And Ribs,https://www.yelp.com/biz/boardwalk-billys-raw-bar-and-ribs-charlotte-4?page_src=related_bizes
Wed,11:00 am - 12:00 am,Take-out,Yes,,,Ale’s University,https://www.yelp.com/biz/ales-university-charlotte?page_src=related_bizes
Thu,11:00 am - 12:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 1:00 am,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 12:00 am,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Very Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
