Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 1:00 am,Takes Reservations,No,Ellen’s Cafe,https://www.yelp.com/adredir?ad_business_id=sLDEL76T2YlJ6l7LxJCqCA&campaign_id=wexvp61LM7ehTz9vVvYmCQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fellens-cafe-spring&request_id=7b222f2aab67ff7c&signature=bb387efba13d9a5974c586cc0defec0e0ca339b9df1dba66808fa525fc364ee2&slot=0,Brick House Tavern + Tap,https://www.yelp.com/biz/brick-house-tavern-tap-humble-2?page_src=related_bizes
Tue,11:00 am - 1:00 am,Delivery,No,Great Harvest Bread,https://www.yelp.com/adredir?ad_business_id=0w1aENJSFQVlAhaaO-Stug&campaign_id=spenqDbqZAKeWJ365w8PVA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgreat-harvest-bread-kingwood&request_id=7b222f2aab67ff7c&signature=aca5d154f195a8f1b8e99fef90050f9d93e2019fac26053cc987478b5181e668&slot=1,Nico’s Bar and Grill,https://www.yelp.com/biz/nicos-bar-and-grill-kingwood?page_src=related_bizes
Wed,11:00 am - 1:00 am,Take-out,Yes,,,IHOP,https://www.yelp.com/biz/ihop-humble-2?page_src=related_bizes
Thu,11:00 am - 1:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 2:00 am,Accepts Apple Pay,Yes,,,,
Sat,11:00 am - 2:00 am,Accepts Android Pay,Yes,,,,
Sun,11:00 am - 1:00 am,Good For,"Lunch, Dinner, Late Night, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
