Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,Yes,DJ’s Hot Dog Co.,https://www.yelp.com/adredir?ad_business_id=4FeImnmLVHISt3zgz5-rnw&campaign_id=5s-iwM3jfKQPVRTuytt9lA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdjs-hot-dog-co-avon&request_id=e963d6ad8bc86dc1&signature=836aacec3122ee5e9ab496b7a20383ae666b4e42d93eb811be68f6d36a2a8f19&slot=0,Five Guys,https://www.yelp.com/biz/five-guys-indianapolis-6?page_src=related_bizes
,,Delivery,No,Champps,https://www.yelp.com/adredir?ad_business_id=dkBtN5UzJTrpgja3ySI-wQ&campaign_id=EgJosp7xsX3Z3rkzSq4rAA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fchampps-indianapolis&request_id=e963d6ad8bc86dc1&signature=493c14cb3d4492e5c94a0a8b09a3a49087d6bd0b696fe21ab6eec33799ba986c&slot=1,Erika’s Place,https://www.yelp.com/biz/erikas-place-cicero?page_src=related_bizes
,,Take-out,Yes,,,The Grub House,https://www.yelp.com/biz/the-grub-house-indianapolis?page_src=related_bizes
,,Accepts Credit Cards,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
