Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 2:00 am Open now,Takes Reservations,No,Bucketheads Beach Grill,https://www.yelp.com/adredir?ad_business_id=52vh4tlDRHosmn9GAGl4xQ&campaign_id=oJxWF0j2sffMJVbgMJf6iw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbucketheads-beach-grill-virginia-beach&request_id=0c5296dfd8f8bcab&signature=69d595292266eca68946cf23b3921f7d93d53ae9f82d03f8fb07793f9f43b467&slot=0,Maggie McFly’s,https://www.yelp.com/biz/maggie-mcflys-virginia-beach-2?page_src=related_bizes
Tue,11:00 am - 2:00 am,Delivery,No,Jason’s Deli,https://www.yelp.com/adredir?ad_business_id=R-ddm3tzCW7ay6pepXsyqg&campaign_id=2D7Rkea2QC6zswecD7_GTQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjasons-deli-hampton&request_id=0c5296dfd8f8bcab&signature=96fee8239e220beef9204803db691903e1f7a88f816fa98b4fa2f75017099566&slot=1,Rick’s Cafe,https://www.yelp.com/biz/ricks-cafe-virginia-beach?page_src=related_bizes
Wed,11:00 am - 2:00 am,Take-out,Yes,,,Cracker Barrel Old Country Store,https://www.yelp.com/biz/cracker-barrel-old-country-store-virginia-beach?page_src=related_bizes
Thu,11:00 am - 2:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 2:00 am,Accepts Apple Pay,No,,,,
Sat,11:00 am - 2:00 am,Good For,"Lunch, Dinner, Dessert",,,,
Sun,11:00 am - 2:00 am,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Wheelchair Accessible,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,No,,,,
