Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,Yes,Cherry Creek Catfish,https://www.yelp.com/adredir?ad_business_id=Bkf1orK8EPMFz813bdLRVQ&campaign_id=XY2Jr0QeWmOsyo81u4z2hg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcherry-creek-catfish-austin&request_id=f6d6936ab16acd20&signature=48ebb9a20ddd3b2a885f06f6d3005f30bf19cde39bed8b0825ed67f17b041a25&slot=0,Bats Under the Congress Avenue Bridge,https://www.yelp.com/biz/bats-under-the-congress-avenue-bridge-austin?page_src=related_bizes
,,Delivery,No,Souper Salad,https://www.yelp.com/adredir?ad_business_id=4UxNm20LRpeH5f31jdue8A&campaign_id=nc6BJnUbApPeG4LegCcAqA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsouper-salad-austin-5&request_id=f6d6936ab16acd20&signature=e803a52f447f15be1856a18f04a52885e18e06147fcca09b87448295985c6bd9&slot=1,Cathedral of Junk,https://www.yelp.com/biz/cathedral-of-junk-austin?page_src=related_bizes
,,Take-out,Yes,,,Hope Outdoor Gallery,https://www.yelp.com/biz/hope-outdoor-gallery-austin-2?page_src=related_bizes
,,Accepts Credit Cards,Yes,,,,
,,Parking,Garage,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Quiet,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
