Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,12:00 pm - 11:00 pm Open now,Takes Reservations,Yes,,,Red’s True Barbecue,https://www.yelp.com/biz/reds-true-barbecue-manchester?page_src=related_bizes
Tue,12:00 pm - 11:00 pm,Delivery,No,,,Popeye Express,https://www.yelp.com/biz/popeye-express-no-title?page_src=related_bizes
Wed,12:00 pm - 11:00 pm,Take-out,No,,,Frankie & Benny’s,https://www.yelp.com/biz/frankie-and-bennys-manchester?page_src=related_bizes
Thu,12:00 pm - 11:00 pm,Accepted Cards,"Credit, Debit",,,,
Fri,12:00 pm - 11:00 pm,Parking,Private Lot,,,,
Sat,12:00 pm - 11:00 pm,Bike Parking,Yes,,,,
Sun,12:00 pm - 10:00 pm,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,No,,,,
,,Caters,No,,,,
