Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,Yes,,,Wallace Well Farm,https://www.yelp.com/biz/wallace-well-farm-glasgow?page_src=related_bizes
,,Delivery,No,,,Brewsters Inns,https://www.yelp.com/biz/brewsters-inns-glasgow?page_src=related_bizes
,,Take-out,No,,,The Wee Pub,https://www.yelp.com/biz/the-wee-pub-glasgow?page_src=related_bizes
,,Accepted Cards,"Credit, Debit",,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Noise Level,Loud,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Has TV,No,,,,
