Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 1:00 am Open now,Takes Reservations,Yes,Brothers Barbecue,https://www.yelp.com/adredir?ad_business_id=mqo-7SfoGcWsHwdvFS3wKg&campaign_id=M4t2Vb7ZoTDvjD6P29DLQQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbrothers-barbecue-new-windsor&request_id=cb4978091d10ae43&signature=0ba10a50366dc4d7d89ed2e2b3bacaa56af0a4104cf75f669daab8896d0e71ef&slot=0,Chili’s,https://www.yelp.com/biz/chilis-newburgh-2?page_src=related_bizes
Tue,11:00 am - 1:00 am,Delivery,No,Meyer’s Olde Dutch Food & Such,https://www.yelp.com/adredir?ad_business_id=REtSFjPc4D4eaRyzt3GH9A&campaign_id=TDi-79bgp1izKcqyeMDDPw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmeyers-olde-dutch-food-and-such-beacon&request_id=cb4978091d10ae43&signature=6ced24297fea6a7756b859e67ae5ddb9022d7a381cc454b853de020504872218&slot=1,Ikaros Reasturant Diner,https://www.yelp.com/biz/ikaros-reasturant-diner-new-windsor?page_src=related_bizes
Wed,11:00 am - 1:00 am,Take-out,Yes,,,LongHorn Steakhouse,https://www.yelp.com/biz/longhorn-steakhouse-newburgh?page_src=related_bizes
Thu,11:00 am - 1:00 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 1:00 am,Accepts Android Pay,No,,,,
Sat,11:00 am - 1:00 am,Good For,"Lunch, Dinner, Dessert",,,,
Sun,11:00 am - 1:00 am,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
