Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 12:30 am,Takes Reservations,Yes,The Barn,https://www.yelp.com/adredir?ad_business_id=-q4YqKsWJY6NtkQdnNeL1Q&campaign_id=G4Cz25R1bNMNI2sWA2NChw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-barn-saint-louis&request_id=a0369aaec18b2b3d&signature=e5e75114a3fe2ad10906da76cf53c787d97b7d8aa301ffea23288b942c206d2b&slot=0,Lion’s Choice,https://www.yelp.com/biz/lions-choice-bridgeton?page_src=related_bizes
Tue,11:00 am - 12:30 am,Delivery,No,Denny’s,https://www.yelp.com/adredir?ad_business_id=xKW9yzgAP3YBFFEG5adpiA&campaign_id=phQTtquHldmIBTEUk1QsnA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdennys-saint-louis-12&request_id=a0369aaec18b2b3d&signature=73001e96cd9f3c6719e1f515ca10df5c202ad91db91beceacc7abd97d3a3a621&slot=1,Friends Bar & Grill,https://www.yelp.com/biz/friends-bar-and-grill-bridgeton?page_src=related_bizes
Wed,11:00 am - 12:30 am,Take-out,Yes,,,BS Bar and Gril,https://www.yelp.com/biz/bs-bar-and-gril-saint-louis?page_src=related_bizes
Thu,11:00 am - 12:30 am,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 12:30 am,Good For,Lunch,,,,
Sat,11:00 am - 12:30 am,Parking,"Private Lot, Validated",,,,
Sun,11:00 am - 10:30 pm,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
