Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,No,Country House,https://www.yelp.com/adredir?ad_business_id=xpdM6zztBUsUIlCMMUoOAA&campaign_id=zNwGylkooIIO5BkUXNhOkg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcountry-house-lisle&request_id=f7404e6cd8fc968a&signature=d4751d62104f12c5c4415c83db39b99e09d7f4c82afd9f54de1826f12c1706c2&slot=0,Miller’s Ale House - Chicago Lombard,https://www.yelp.com/biz/millers-ale-house-chicago-lombard-lombard?page_src=related_bizes
,,Delivery,No,Los Fernandez Rosticeria,https://www.yelp.com/adredir?ad_business_id=xsit_iBaOH03HRZGfC97Tg&campaign_id=_dBK_itGkMwa_XtSW5nyBQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flos-fernandez-rosticeria-elmhurst-2&request_id=f7404e6cd8fc968a&signature=f1d764080b3b5debd9b12bff9e97182e4daf59ae79bdb29e83fedcc52f9454bb&slot=1,Rock Bottom Restaurant & Brewery,https://www.yelp.com/biz/rock-bottom-restaurant-and-brewery-lombard?page_src=related_bizes
,,Take-out,Yes,,,DMK Burger Bar,https://www.yelp.com/biz/dmk-burger-bar-lombard?page_src=related_bizes
,,Accepts Credit Cards,Yes,,,,
,,Accepts Apple Pay,No,,,,
,,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,No,,,,
,,Has Pool Table,No,,,,
