Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 9:00 pm,Takes Reservations,Yes,Blaze Fast Fire’d Pizza,https://www.yelp.com/adredir?ad_business_id=pP75sbN3b4wDegbIHSSruw&campaign_id=Y4MYyUOou3zy2j1ru6zXQw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fblaze-fast-fired-pizza-ann-arbor-3&request_id=24f547e7888e4ef0&signature=86c231395f09732cd4608c37d2e2ae4a652c2f5c90e9e2c25636de104e3fda6b&slot=0,NeoPapalis,https://www.yelp.com/biz/neopapalis-ann-arbor?page_src=related_bizes
Tue,11:00 am - 9:00 pm,Delivery,No,Picnic Basket,https://www.yelp.com/adredir?ad_business_id=smhCvfQjV24mD5x8fdtOoA&campaign_id=5zxj9Y-E6UCwibXwrBjgNQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpicnic-basket-plymouth&request_id=24f547e7888e4ef0&signature=9f030f87bf15158e2a725bb96aa53470b4f532b1522f3fff5beb4afb50cb932c&slot=1,Red Robin Gourmet Burgers,https://www.yelp.com/biz/red-robin-gourmet-burgers-ann-arbor?page_src=related_bizes
Wed,11:00 am - 9:00 pm,Take-out,Yes,,,Pieology Pizzeria,https://www.yelp.com/biz/pieology-pizzeria-ann-arbor?page_src=related_bizes
Thu,11:00 am - 9:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 10:00 pm,Good For,"Lunch, Dinner",,,,
Sat,11:00 am - 10:00 pm,Parking,Private Lot,,,,
Sun,11:30 am - 8:00 pm,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,No,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
