Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 9:30 pm,Takes Reservations,No,Cafe Mezzanotte,https://www.yelp.com/adredir?ad_business_id=J4Lj1Mag6ODDmP0kuRnEZw&campaign_id=ZWII0kNwImz6xCHZ5uOQTg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcafe-mezzanotte-wilmington&request_id=a38c9bae1732d353&signature=44146b96affd4b8ec2e97c884bd20dd81630797e0aa415a96eaa1b6e9d343f55&slot=0,Marino’s Pizzeria,https://www.yelp.com/biz/marinos-pizzeria-bear?page_src=related_bizes
Tue,11:00 am - 9:30 pm,Delivery,No,Avenue Kitchen,https://www.yelp.com/adredir?ad_business_id=gC62IRqhvFg3-WWAtTZ_pw&campaign_id=CvB1FZ2NkhNKJFkN8ReCWQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Favenue-kitchen-glen-mills&request_id=a38c9bae1732d353&signature=303df8657d37287405b98dd550c64bf5a03f207cf93d630634de8cac6873eab0&slot=1,J B Dawson’s Restaurant & Bar,https://www.yelp.com/biz/j-b-dawsons-restaurant-and-bar-newark-2?page_src=related_bizes
Wed,11:00 am - 9:30 pm,Take-out,Yes,,,Little Anthony’s Pizza,https://www.yelp.com/biz/little-anthonys-pizza-new-castle?page_src=related_bizes
Thu,11:00 am - 9:30 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 10:30 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 10:30 pm,Accepts Android Pay,No,,,,
Sun,11:00 am - 8:30 pm,Accepts Bitcoin,No,,,,
,,Good For,"Lunch, Dinner, Dessert",,,,
,,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
