Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 9:30 pm,Takes Reservations,No,Homestead Bowl & The X Bar,https://www.yelp.com/adredir?ad_business_id=MIEhBEAZXiXzJZfuoqAgtA&campaign_id=RIFn9tLKsLH201tGozvHiQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fhomestead-bowl-and-the-x-bar-cupertino&request_id=1ea1eb43c2bcbb2d&signature=a61f6c8a146cc9afcb9c330d14504ad9cb85c840acabea54bfb28e65cbbcf10c&slot=0,Pizza Antica - Temp. CLOSED,https://www.yelp.com/biz/pizza-antica-san-jose?page_src=related_bizes
Tue,11:00 am - 9:30 pm,Delivery,No,Organic Pisa,https://www.yelp.com/adredir?ad_business_id=jDb1IU0OxwiO-D7ApHXOnw&campaign_id=cuN9IT7b87qe4QvcvF8d4g&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Forganic-pisa-milpitas&request_id=1ea1eb43c2bcbb2d&signature=b8e2d2a6fbde70dc6b7fc344613afa91d6ea2d13118027da7b1dd089114b2a60&slot=1,California Pizza Kitchen ASAP,https://www.yelp.com/biz/california-pizza-kitchen-asap-san-jose?page_src=related_bizes
Wed,11:00 am - 9:30 pm,Take-out,Yes,,,A Slice of New York,https://www.yelp.com/biz/a-slice-of-new-york-san-jose?page_src=related_bizes
Thu,11:00 am - 9:30 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 10:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 10:00 pm,Accepts Android Pay,Yes,,,,
Sun,11:00 am - 8:00 pm,Accepts Bitcoin,No,,,,
,,Good For,"Lunch, Dinner",,,,
,,Parking,Garage,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
Mon,11:00 am - 9:30 pm,Takes Reservations,No,Fosters Freeze,https://nz.yelp.com/adredir?ad_business_id=4Jh14NKbQeIgrnSCgWxZBw&campaign_id=0XjCkKdcAx3livZ484Vp0g&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fnz.yelp.com%2Fbiz%2Ffosters-freeze-campbell-2&request_id=3ee54ed10dc23240&signature=94ffac8c5e444a39209717015622c8b9165145c9533a72b700037205ad8e8d39&slot=0,Pizza Antica - Temp. CLOSED,https://nz.yelp.com/biz/pizza-antica-san-jose?page_src=related_bizes
Tue,11:00 am - 9:30 pm,Delivery,No,Curry Pizza House,https://nz.yelp.com/adredir?ad_business_id=CW1JnC3JvKieXkMa8AoZHQ&campaign_id=q7ivN66gvu0EbmXrs95bcA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fnz.yelp.com%2Fbiz%2Fcurry-pizza-house-milpitas&request_id=3ee54ed10dc23240&signature=1545985a20bfad05e383a8806f4eaebbcf037973d6681d776af76a9e071c4bb9&slot=1,California Pizza Kitchen ASAP,https://nz.yelp.com/biz/california-pizza-kitchen-asap-san-jose?page_src=related_bizes
Wed,11:00 am - 9:30 pm,Take Away,Yes,,,A Slice of New York,https://nz.yelp.com/biz/a-slice-of-new-york-san-jose?page_src=related_bizes
Thu,11:00 am - 9:30 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 10:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 10:00 pm,Accepts Android Pay,Yes,,,,
Sun,11:00 am - 8:00 pm,Accepts Bitcoin,No,,,,
,,Good For,"Lunch, Dinner",,,,
,,Parking,Garage,,,,
,,Bike Parking,Yes,,,,
,,Good for Children,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
Mon,11:00 am - 9:30 pm,Takes Reservations,No,Willow Street,https://nz.yelp.com/adredir?ad_business_id=gxFkGrBFfn4zC6tXjznkxQ&campaign_id=30mgrVv-NG2zT75tEfgwzg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fnz.yelp.com%2Fbiz%2Fwillow-street-san-jose-3&request_id=c8aa0895fee4bf4a&signature=76a6de3429eee72ff9f8c2d1fcc5720087772b383f92c8cb34cd168e9b4d9180&slot=0,Pizza Antica - Temp. CLOSED,https://nz.yelp.com/biz/pizza-antica-san-jose?page_src=related_bizes
Tue,11:00 am - 9:30 pm,Delivery,No,The Course At Wente Vineyards,https://nz.yelp.com/adredir?ad_business_id=zA5vtq9gDtJGCnKgQqT0Ag&campaign_id=HPnAfDmCncE0b7tixukDYw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fnz.yelp.com%2Fbiz%2Fthe-course-at-wente-vineyards-livermore&request_id=c8aa0895fee4bf4a&signature=fd03fecb110975747d7e1c3fb34d9dfb6f05831c612ffa2f417f3c66c091890b&slot=1,California Pizza Kitchen ASAP,https://nz.yelp.com/biz/california-pizza-kitchen-asap-san-jose?page_src=related_bizes
Wed,11:00 am - 9:30 pm,Take Away,Yes,,,A Slice of New York,https://nz.yelp.com/biz/a-slice-of-new-york-san-jose?page_src=related_bizes
Thu,11:00 am - 9:30 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 10:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 10:00 pm,Accepts Android Pay,Yes,,,,
Sun,11:00 am - 8:00 pm,Accepts Bitcoin,No,,,,
,,Good For,"Lunch, Dinner",,,,
,,Parking,Garage,,,,
,,Bike Parking,Yes,,,,
,,Good for Children,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
Mon,11:00 am - 9:30 pm,Takes Reservations,No,Mission Pizza and Pub,https://nz.yelp.com/adredir?ad_business_id=vthv8ZcJl61kw3wN9LrhWg&campaign_id=P8aZx5lVy1W1FfGTmnhUAw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fnz.yelp.com%2Fbiz%2Fmission-pizza-and-pub-fremont&request_id=618eb974dbb74115&signature=2587657755a3659f426b2cd4d35fbeb43212ee91c722b0384423797e601db921&slot=0,Pizza Antica - Temp. CLOSED,https://nz.yelp.com/biz/pizza-antica-san-jose?page_src=related_bizes
Tue,11:00 am - 9:30 pm,Delivery,No,Homestead Bowl & The X Bar,https://nz.yelp.com/adredir?ad_business_id=MIEhBEAZXiXzJZfuoqAgtA&campaign_id=RIFn9tLKsLH201tGozvHiQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fnz.yelp.com%2Fbiz%2Fhomestead-bowl-and-the-x-bar-cupertino&request_id=618eb974dbb74115&signature=ce19857219967140abbefb4e6e7e881c07d8c0c36ba6115101ad77e3e031735b&slot=1,California Pizza Kitchen ASAP,https://nz.yelp.com/biz/california-pizza-kitchen-asap-san-jose?page_src=related_bizes
Wed,11:00 am - 9:30 pm,Take Away,Yes,,,A Slice of New York,https://nz.yelp.com/biz/a-slice-of-new-york-san-jose?page_src=related_bizes
Thu,11:00 am - 9:30 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 10:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 10:00 pm,Accepts Android Pay,Yes,,,,
