Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,Pesto Italian Craft Kitchen,https://www.yelp.com/adredir?ad_business_id=4GT1sQ_pcKk4gBMrJddexw&campaign_id=cp4cqZtsFN3rkCeu9u03RQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpesto-italian-craft-kitchen-san-diego&request_id=2ac2c5b25e0adba2&signature=4f928efa7fce5018eb19a7402da7818723615ef39c088f06a57840721b39229c&slot=0,STACKED Food Well Built - San Diego,https://www.yelp.com/biz/stacked-food-well-built-san-diego-san-diego?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Etna Restaurant,https://www.yelp.com/adredir?ad_business_id=fgMsBH9jg_VIEfIfjh-Apw&campaign_id=PeD-cuIPx71wDgRepZnVNQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fetna-restaurant-san-diego&request_id=2ac2c5b25e0adba2&signature=4f0423a42e0596d0bb0ac16868d44a4ecf6ace506069d802d0e37d64c177d166&slot=1,Lazy Dog Restaurant & Bar,https://www.yelp.com/biz/lazy-dog-restaurant-and-bar-san-diego-2?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,BJ’s Restaurant & Brewhouse,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-san-diego-2?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 9:00 pm,Parking,Garage,,,,
,,Bike Parking,Yes,,,,
,,Wheelchair Accessible,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,Prepkitchen Little Italy,https://nz.yelp.com/adredir?ad_business_id=9o85wdHbq5sK6sfJtMwAUA&campaign_id=oObRgn98XXVInjymZeEkfg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fnz.yelp.com%2Fbiz%2Fprepkitchen-little-italy-san-diego-2&request_id=19cdce40d09ae410&signature=b24b64f1615dd27547c2e4761154634e5d5d382056d8d48db2c0ae917621483d&slot=0,STACKED Food Well Built - San Diego,https://nz.yelp.com/biz/stacked-food-well-built-san-diego-san-diego?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Trade Winds Tavern,https://nz.yelp.com/adredir?ad_business_id=-Ka2t4qTpRsqomjvg-hkAg&campaign_id=cOBSUV9-BRlJ1fA_mI5OXw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fnz.yelp.com%2Fbiz%2Ftrade-winds-tavern-san-diego&request_id=19cdce40d09ae410&signature=e059c0dc920a2c87151339d54b52f00f530890647171845972271137dd21167a&slot=1,Lazy Dog Restaurant & Bar,https://nz.yelp.com/biz/lazy-dog-restaurant-and-bar-san-diego-2?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take Away,Yes,,,BJ’s Restaurant & Brewhouse,https://nz.yelp.com/biz/bjs-restaurant-and-brewhouse-san-diego-2?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 9:00 pm,Parking,Garage,,,,
,,Bike Parking,Yes,,,,
,,Wheelchair Accessible,Yes,,,,
,,Good for Children,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,Islands Restaurant,https://nz.yelp.com/adredir?ad_business_id=hCbO5_Gq6WUz0x6N9HeJ1g&campaign_id=hJHtj1ygpYUF1cwRGi-SFw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fnz.yelp.com%2Fbiz%2Fislands-restaurant-la-jolla-2&request_id=190a93346d4dff9f&signature=80315b672f6e87f9e472066c706d0150e281d3b6f58c579ccd853d17d74e0d5a&slot=0,STACKED Food Well Built - San Diego,https://nz.yelp.com/biz/stacked-food-well-built-san-diego-san-diego?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Trade Winds Tavern,https://nz.yelp.com/adredir?ad_business_id=-Ka2t4qTpRsqomjvg-hkAg&campaign_id=cOBSUV9-BRlJ1fA_mI5OXw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fnz.yelp.com%2Fbiz%2Ftrade-winds-tavern-san-diego&request_id=190a93346d4dff9f&signature=fa36edb2a4ba9e1a89826bc727b6e6535751f70b501c676d74219ea42288722e&slot=1,Lazy Dog Restaurant & Bar,https://nz.yelp.com/biz/lazy-dog-restaurant-and-bar-san-diego-2?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take Away,Yes,,,BJ’s Restaurant & Brewhouse,https://nz.yelp.com/biz/bjs-restaurant-and-brewhouse-san-diego-2?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 9:00 pm,Parking,Garage,,,,
,,Bike Parking,Yes,,,,
,,Wheelchair Accessible,Yes,,,,
,,Good for Children,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
