Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
,,Takes Reservations,Yes,Reforma Modern Mexican Tequila + Mezcal,https://www.yelp.com/adredir?ad_business_id=KmZuIc9o_PL2BW8j_7gy7w&campaign_id=cOMF4ntg8aFsxGPoM1icUw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Freforma-modern-mexican-tequila-mezcal-tucson&request_id=3e793659a63c472f&signature=6cba6444430e27a0e8232c082ffee88b522403fc83a30908507836bc0d9f92b1&slot=0,Brushfire Ice Creamery,https://www.yelp.com/biz/brushfire-ice-creamery-tucson?page_src=related_bizes
,,Delivery,No,Twigs Bistro and Martini Bar,https://www.yelp.com/adredir?ad_business_id=iXgxSAMODvvs-raopVEESw&campaign_id=SUVoIW_YckyzNfyu7zMufw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftwigs-bistro-and-martini-bar-tucson&request_id=3e793659a63c472f&signature=f1ce56e467ab102a9c669a7e88dd9b65348501ac3cfa9813bba8bd7a639bb375&slot=1,The Screamery HandCrafted Ice Cream,https://www.yelp.com/biz/the-screamery-handcrafted-ice-cream-tucson?page_src=related_bizes
,,Take-out,Yes,,,Pistacchio,https://www.yelp.com/biz/pistacchio-tucson?page_src=related_bizes
,,Accepts Credit Cards,Yes,,,,
,,Parking,Private Lot,,,,
,,Bike Parking,No,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,No,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
