Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,Yes,Original Kabob Factory,https://www.yelp.com/adredir?ad_business_id=Jc-8o2_Q1iookt0Bipk9fw&campaign_id=Ci4RotO1r4GEmH_8qWpBsA&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Foriginal-kabob-factory-glendale&request_id=f7dfcd88c326e46f&signature=d1d6515997c9d2b1e82aef44660f0b7a97035b6d72e4177a87b117bc9dde9b98&slot=0,Blaze Fast-Fire’d Pizza,https://www.yelp.com/biz/blaze-fast-fired-pizza-pasadena?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,Yes,Hungry Howie’s Pizza,https://www.yelp.com/adredir?ad_business_id=LY4R2Rdp5V8sRdzHPflTSg&campaign_id=5I7Kzs69kij08Gl7FripyQ&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fhungry-howies-pizza-glendale-9&request_id=f7dfcd88c326e46f&signature=c1d50e3a4293a4aa923fb8996efa7160c498a3242e80b0ef9c7cd1fbdaf40223&slot=1,Settebello Pizzeria Napoletana,https://www.yelp.com/biz/settebello-pizzeria-napoletana-pasadena?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,The Luggage Room Pizzeria,https://www.yelp.com/biz/the-luggage-room-pizzeria-pasadena?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 11:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 10:00 pm,Parking,Garage,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Waiter Service,Yes,,,,
,,Caters,Yes,,,,
