Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Tempo Urban Kitchen,https://www.yelp.com/adredir?ad_business_id=nAPOyq0xD7sbmvOp4L6lUg&campaign_id=25PjoxWQymmr3BX2K7PY_A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftempo-urban-kitchen-anaheim&request_id=d2d5ff9b88b24ee3&signature=5f58ceacb96679ca81b28caecc4f514b448d4cbf573cdf8de03475c965a101c5&slot=0,BJ’s Restaurant & Brewhouse,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-brea-2?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,Yes,Papa Pizza Pie,https://www.yelp.com/adredir?ad_business_id=w0UL61WryR79hlmcHvCqkw&campaign_id=mFAr-HDb4XJXUlPcSujGow&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpapa-pizza-pie-fullerton-3&request_id=d2d5ff9b88b24ee3&signature=511c9e26c437df3f891d2f5b8637d463f75f50b8ccf098ae007b04b34cd50bad&slot=1,Lazy Dog Restaurant & Bar,https://www.yelp.com/biz/lazy-dog-restaurant-and-bar-brea?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Red Robin Gourmet Burgers,https://www.yelp.com/biz/red-robin-gourmet-burgers-brea?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 11:00 pm,Accepts Apple Pay,No,,,,
Sat,11:00 am - 10:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:00 am - 9:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
