Day,Hours Opened,Business Info,Detail,Also-Considered,Considered Link,Also-Viewed,Viewed Link
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Te Roma,https://www.yelp.com/adredir?ad_business_id=ewcCGxYxyozGEUyP3omHHQ&campaign_id=8gfgU6jb-yd1E9J1RnBsig&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fte-roma-center-line&request_id=ab9c4f18a8681502&signature=8f11d42d74aace0acaa7c93d829436a53c270dfe5dfab7b2872fa386bb2a85da&slot=0,Max & Erma’s,https://www.yelp.com/biz/max-and-ermas-clinton-twp?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Detroit Pho & Crab Restaurant,https://www.yelp.com/adredir?ad_business_id=emflKdqErIAbqsEOMnDpDA&campaign_id=hCLDrJ3QpLkaCQe-vpG8Nw&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdetroit-pho-and-crab-restaurant-warren-2&request_id=ab9c4f18a8681502&signature=7b4c72a3beefee6e9b2410058328e5ad853e76b94f69f5690743f074ebde970a&slot=1,J. Baldwin’s,https://www.yelp.com/biz/j-baldwins-clinton-township-2?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take-out,Yes,,,Tivoli’s Wood Brick Oven Pizzeria,https://www.yelp.com/biz/tivolis-wood-brick-oven-pizzeria-utica?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
Fri,11:00 am - 10:00 pm,Accepts Android Pay,No,,,,
Sat,11:00 am - 10:00 pm,Good For,"Lunch, Dinner",,,,
Sun,11:30 am - 8:00 pm,Parking,Private Lot,,,,
,,Bike Parking,Yes,,,,
,,Good for Kids,Yes,,,,
,,Good for Groups,Yes,,,,
,,Attire,Casual,,,,
,,Ambience,Casual,,,,
,,Noise Level,Average,,,,
,,Alcohol,Full Bar,,,,
,,Outdoor Seating,Yes,,,,
,,Wi-Fi,Free,,,,
,,Has TV,Yes,,,,
,,Caters,Yes,,,,
Mon,11:00 am - 10:00 pm,Takes Reservations,No,Lakeside Family Restaurant,https://nz.yelp.com/adredir?ad_business_id=08_3nZpFaXffmzgX8XwBDA&campaign_id=36f0P_tUB5ipI6O2S7x-_A&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fnz.yelp.com%2Fbiz%2Flakeside-family-restaurant-sterling-heights&request_id=4ad65ea1e1fb9f14&signature=3cdc5ee5c5834a4715c6d25312b473c83bc0c9b6b5f8dc4cebdd544c5b53ca0b&slot=0,Max & Erma’s,https://nz.yelp.com/biz/max-and-ermas-clinton-twp?page_src=related_bizes
Tue,11:00 am - 10:00 pm,Delivery,No,Terry’s Terrace,https://nz.yelp.com/adredir?ad_business_id=iOUfwbBYHvSGoFwDk44CkA&campaign_id=5ZLiPXPD7rqfanqRMlLEdg&click_origin=business_name&placement=biz_sidebar&redirect_url=https%3A%2F%2Fnz.yelp.com%2Fbiz%2Fterrys-terrace-harrison-township&request_id=4ad65ea1e1fb9f14&signature=c992c3c165b12eb0bd06d50edd585dee9c9fa239294cda3e24ede528366b4779&slot=1,J. Baldwin’s,https://nz.yelp.com/biz/j-baldwins-clinton-township-2?page_src=related_bizes
Wed,11:00 am - 10:00 pm,Take Away,Yes,,,Tivoli’s Wood Brick Oven Pizzeria,https://nz.yelp.com/biz/tivolis-wood-brick-oven-pizzeria-utica?page_src=related_bizes
Thu,11:00 am - 10:00 pm,Accepts Credit Cards,Yes,,,,
